Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Accelerating Scientific Applications with the Quantum Edge: A Drug Design Use Case,High Performance Computing,,,,10.1007/978-3-031-40843-4_11,Vincenzo De MaioIvona Brandic,2023,https://link.springer.com/chapter/10.1007/978-3-031-40843-4_11,Conference paper
Hybrid Swarm Intelligence-Based Path Planning for&#xa0;Mobile Nodes in&#xa0;DTN over&#xa0;Complex Terrains,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-981-95-8408-6_30,Xinyan ZhangGang XuXiaodong Xu,2026,https://link.springer.com/chapter/10.1007/978-981-95-8408-6_30,Conference paper
VNS Variant Approach Metaheuristics for&#xa0;Parallel Machines Scheduling Problem,Computer Science – CACIC 2022,,,,10.1007/978-3-031-34147-2_1,Claudia R. GaticaSilvia M. MolinaGuillermo Leguizamón,2023,https://link.springer.com/chapter/10.1007/978-3-031-34147-2_1,Conference paper
Generic Models for&#xa0;Group Actions,Public-Key Cryptography – PKC 2023,,,,10.1007/978-3-031-31368-4_15,Julien DumanDominik HartmannEike KiltzSabrina KunzweilerJonas LehmannDoreen Riepel,2023,https://link.springer.com/chapter/10.1007/978-3-031-31368-4_15,Conference paper
"IND-CCA Security of&#xa0;Kyber in&#xa0;the&#xa0;Quantum Random Oracle Model, Revisited",Information Security and Cryptology,,,,10.1007/978-3-031-26553-2_8,Zhao ChenXianhui LuDingding JiaBao Li,2023,https://link.springer.com/chapter/10.1007/978-3-031-26553-2_8,Conference paper
SVFL: Secure Vertical Federated Learning on&#xa0;Linear Models,Science of Cyber Security,,,,10.1007/978-3-031-45933-7_20,Kaifeng LuoZhenfu CaoJiachen ShenXiaolei Dong,2023,https://link.springer.com/chapter/10.1007/978-3-031-45933-7_20,Conference paper
Algebraic Cryptanalysis and&#xa0;Countermeasures of&#xa0;Lightweight Signature Scheme Based on&#xa0;Multivariate Quadratic Polynomials,Security and Privacy,,,,10.1007/978-3-031-90587-2_3,Kuldeep NamdeoDheerendra MishraNamita Srivastava,2025,https://link.springer.com/chapter/10.1007/978-3-031-90587-2_3,Conference paper
Cooperation and&#xa0;Competition: Flocking with&#xa0;Evolutionary Multi-Agent Reinforcement Learning,Neural Information Processing,,,,10.1007/978-3-031-30105-6_23,Yunxiao GuoXinjia XieRunhao ZhaoChenglan ZhuJiangting YinHan Long,2023,https://link.springer.com/chapter/10.1007/978-3-031-30105-6_23,Conference paper
Sensor Fusion and Pontryagin Duality,"Information Security, Privacy and Digital Forensics",,,,10.1007/978-981-99-5091-1_10,S. JayakumarS. S. IyengarNaveen Kumar Chaudhary,2024,https://link.springer.com/chapter/10.1007/978-981-99-5091-1_10,Conference paper
Deep Learning for&#xa0;Preventing Botnet Attacks on&#xa0;IoT,"Internet of Things, Smart Spaces, and Next Generation Networks and Systems",,,,10.1007/978-3-031-60994-7_4,J. N. Al-JaghoubN. M. JibreelF. MalekiJ. A. J. AljoharF. N. FakhouryG. B. SatryaR. Zgheib,2024,https://link.springer.com/chapter/10.1007/978-3-031-60994-7_4,Conference paper
A Generic Transform from&#xa0;Multi-round Interactive Proof to&#xa0;NIZK,Public-Key Cryptography – PKC 2023,,,,10.1007/978-3-031-31371-4_16,Pierre-Alain FouqueAdela GeorgescuChen QianAdeline Roux-LangloisWeiqiang Wen,2023,https://link.springer.com/chapter/10.1007/978-3-031-31371-4_16,Conference paper
Circuit Width Estimation via Effect Typing and Linear Dependency,Programming Languages and Systems,,,,10.1007/978-3-031-57267-8_1,Andrea ColledanUgo Dal Lago,2024,https://link.springer.com/chapter/10.1007/978-3-031-57267-8_1,Conference paper
Amoeba: More Flexible RLWE-Based KEM,Information Security and Privacy,,,,10.1007/978-981-96-9098-5_9,Qingfeng WangLi-Ping Wang,2025,https://link.springer.com/chapter/10.1007/978-981-96-9098-5_9,Conference paper
Improving Discriminator Guidance in&#xa0;Diffusion Models,Machine Learning and Knowledge Discovery in Databases. Research Track,,,,10.1007/978-3-032-05981-9_14,Alexandre VerineAhmed Mehdi InaneFlorian Le BronnecBenjamin NegrevergneYann Chevaleyre,2026,https://link.springer.com/chapter/10.1007/978-3-032-05981-9_14,Conference paper
Deterministic Algorithms for&#xa0;Class Group Actions,Advances in Cryptology – CRYPTO 2025,,,,10.1007/978-3-032-01855-7_4,Marc Houben,2025,https://link.springer.com/chapter/10.1007/978-3-032-01855-7_4,Conference paper
Using Unfolding Analysis and MARS Approach for Generating a Scoring System from a Group Preference Information,Group Decision and Negotiation in the Era of Multimodal Interactions,,,,10.1007/978-3-031-33780-2_4,Tomasz WachowiczEwa RoszkowskaMarzena Filipowicz-Chomko,2023,https://link.springer.com/chapter/10.1007/978-3-031-33780-2_4,Conference paper
Tightly Secure Lattice Identity-Based Signature in the Quantum Random Oracle Model,Information Security and Privacy,,,,10.1007/978-3-031-35486-1_17,Ernest FooQinyi Li,2023,https://link.springer.com/chapter/10.1007/978-3-031-35486-1_17,Conference paper
Hybrid Methods for Increasing Security of IoT and Cloud Data,Machine Vision and Augmented Intelligence,,,,10.1007/978-981-99-0189-0_45,Kunal MahajanSunil KumarDilip Kumar,2023,https://link.springer.com/chapter/10.1007/978-981-99-0189-0_45,Conference paper
Utilizing Quantum Particle Swarm Optimization for Multimodal Fusion of Gestures and Facial Expressions in Ensemble Conducting for Emotional Recognition,Music Intelligence,,,,10.1007/978-981-97-0576-4_4,Xiao HanFuyang ChenJunrong Ban,2024,https://link.springer.com/chapter/10.1007/978-981-97-0576-4_4,Conference paper
Post-quantum Security for the Extended Access Control Protocol,Security Standardisation Research,,,,10.1007/978-3-031-30731-7_2,Marc FischlinJonas von der HeydenMarian MargrafFrank MorgnerAndreas WallnerHolger Bock,2023,https://link.springer.com/chapter/10.1007/978-3-031-30731-7_2,Conference paper
Comparing Machine Learning Techniques for House Price Prediction,Artificial Intelligence Applications and Innovations,,,,10.1007/978-3-031-34107-6_23,Konstantinos Panagiotis FourkiotisAthanasios Tsadiras,2023,https://link.springer.com/chapter/10.1007/978-3-031-34107-6_23,Conference paper
SILBE: An&#xa0;Updatable Public Key Encryption Scheme from&#xa0;Lollipop Attacks,Selected Areas in Cryptography – SAC 2024,,,,10.1007/978-3-031-82852-2_7,Max DuparcTako Boris FouotsaSerge Vaudenay,2025,https://link.springer.com/chapter/10.1007/978-3-031-82852-2_7,Conference paper
Tightly Secure Identity-Based Signature from&#xa0;Cryptographic Group Actions,Provable and Practical Security,,,,10.1007/978-981-96-0954-3_11,Xuan Thanh KhucWilly SusiloDung Hoang DuongFuchun GuoHyungrok JoTsuyoshi Takagi,2025,https://link.springer.com/chapter/10.1007/978-981-96-0954-3_11,Conference paper
Deep Reinforcement Learning Based on Graph Neural Network for Flexible Job Shop Scheduling Problem with Lot Streaming,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-97-5675-9_8,Junchao HeJunqing Li,2024,https://link.springer.com/chapter/10.1007/978-981-97-5675-9_8,Conference paper
Load Balanced Transaction Scheduling Using Gaussian Mixture Model-Ant Colony Optimization,Advanced Network Technologies and Intelligent Computing,,,,10.1007/978-3-031-83783-8_7,Amisha GuptaSatish Chander SharmaDivya JyotiRitika VermaMohammad AzeemDharmendra Prasad Mahato,2025,https://link.springer.com/chapter/10.1007/978-3-031-83783-8_7,Conference paper
Fast Slicer for&#xa0;Batch-CVP: Making Lattice Hybrid Attacks Practical,Advances in Cryptology – ASIACRYPT 2025,,,,10.1007/978-981-95-5099-9_4,Alexander KareninElena KirshanovaJulian NowakowskiAlexander May,2026,https://link.springer.com/chapter/10.1007/978-981-95-5099-9_4,Conference paper
Time and Query Complexity Tradeoffs for the Dihedral Coset Problem,Post-Quantum Cryptography,,,,10.1007/978-3-031-40003-2_19,Maxime RemaudAndré SchrottenloherJean-Pierre Tillich,2023,https://link.springer.com/chapter/10.1007/978-3-031-40003-2_19,Conference paper
Beam-GBAS for Multidimensional Knapsack Problems,Advances in Swarm Intelligence,,,,10.1007/978-3-031-36622-2_28,Jianjun CaoChumei GuBaowei WangZhen YuanNianfeng WengYuxin Xu,2023,https://link.springer.com/chapter/10.1007/978-3-031-36622-2_28,Conference paper
Research on English Teaching Ability Evaluation Algorithm Based on Big Data Fuzzy k-means Clustering,"Application of Big Data, Blockchain, and Internet of Things for Education Informatization",,,,10.1007/978-3-031-23944-1_5,Xiaomei Li,2023,https://link.springer.com/chapter/10.1007/978-3-031-23944-1_5,Conference paper
Design Implications Towards Human-Centric Semantic Recommenders for Sustainable Food Consumption,Advances in Conceptual Modeling,,,,10.1007/978-3-031-47112-4_29,Gayane SedrakyanAnand GavaiJos van Hillegersberg,2023,https://link.springer.com/chapter/10.1007/978-3-031-47112-4_29,Conference paper
Revocable Cryptography from&#xa0;Learning with&#xa0;Errors,Theory of Cryptography,,,,10.1007/978-3-031-48624-1_4,Prabhanjan AnanthAlexander PorembaVinod Vaikuntanathan,2023,https://link.springer.com/chapter/10.1007/978-3-031-48624-1_4,Conference paper
Robust Combiners and&#xa0;Universal Constructions for&#xa0;Quantum Cryptography,Theory of Cryptography,,,,10.1007/978-3-031-78017-2_5,Taiga HirokaFuyuki KitagawaRyo NishimakiTakashi Yamakawa,2025,https://link.springer.com/chapter/10.1007/978-3-031-78017-2_5,Conference paper
Quantum Pseudorandom Scramblers,Theory of Cryptography,,,,10.1007/978-3-031-78017-2_1,Chuhan LuMinglong QinFang SongPenghui YaoMingnan Zhao,2025,https://link.springer.com/chapter/10.1007/978-3-031-78017-2_1,Conference paper
A Tabu Search Algorithm for&#xa0;the&#xa0;Map Labeling Problem,Artificial Life and Evolutionary Computation,,,,10.1007/978-3-031-57430-6_2,Claudia CavallaroVincenzo CutelloMario PavoneFrancesco Zito,2024,https://link.springer.com/chapter/10.1007/978-3-031-57430-6_2,Conference paper
An Improved Modified Jaya Optimization Algorithm: Application to&#xa0;the&#xa0;Solution of&#xa0;Nonlinear Equation Systems,Numerical Computations: Theory and Algorithms,,,,10.1007/978-3-031-81241-5_12,Bruno SilvaLuiz Guerreiro Lopes,2025,https://link.springer.com/chapter/10.1007/978-3-031-81241-5_12,Conference paper
Quantum Cryptanalysis of&#xa0;Generalized Unbalanced Feistel Structures: Distinguisher and&#xa0;Key Recovery Attack,Information Security and Cryptology,,,,10.1007/978-981-96-4734-7_20,Boyun LiQun Liu,2025,https://link.springer.com/chapter/10.1007/978-981-96-4734-7_20,Conference paper
An Overview of Data Security Algorithms in Cloud Computing,Applied Intelligence and Informatics,,,,10.1007/978-3-031-68639-9_23,D. I. George AmalarethinamS. Edel Josephine Rajakumari,2024,https://link.springer.com/chapter/10.1007/978-3-031-68639-9_23,Conference paper
"A Critical Review of Faults in Cloud Computing: Types, Detection, and Mitigation Schemes",Intelligent Systems and Machine Learning,,,,10.1007/978-3-031-35081-8_17,Ramandeep KaurV. Revathi,2023,https://link.springer.com/chapter/10.1007/978-3-031-35081-8_17,Conference paper
Post-Quantum Zero-Knowledge with&#xa0;Space-Bounded Simulation,Progress in Cryptology – LATINCRYPT 2025,,,,10.1007/978-3-032-06754-8_2,Prabhanjan AnanthAlex B. Grilo,2026,https://link.springer.com/chapter/10.1007/978-3-032-06754-8_2,Conference paper
WaterSQI and&#xa0;PRISMO: Quaternion Signatures for&#xa0;Supersingular Isogeny Group Actions,Advances in Cryptology – EUROCRYPT 2026,,,,10.1007/978-3-032-25327-9_20,Tako Boris Fouotsa,2026,https://link.springer.com/chapter/10.1007/978-3-032-25327-9_20,Conference paper
Two-Factor Authenticated Key Exchange with&#xa0;Enhanced Security from&#xa0;Post-quantum Assumptions,Computer Security – ESORICS 2025,,,,10.1007/978-3-032-07891-9_8,Qijia FanChenhao BaoXuanyu ShiShuai HanShengli Liu,2026,https://link.springer.com/chapter/10.1007/978-3-032-07891-9_8,Conference paper
An Efficient and&#xa0;Secure Mechanism for&#xa0;Ubiquitous Sustainable Computing System,Internet of Things. Advances in Information and Communication Technology,,,,10.1007/978-3-031-45882-8_12,G. Naga Nithin,2024,https://link.springer.com/chapter/10.1007/978-3-031-45882-8_12,Conference paper
A Methodological Review of&#xa0;Time Series Forecasting with&#xa0;Deep Learning Model: A Case Study on&#xa0;Electricity Load and&#xa0;Price Prediction,"Machine Learning, Image Processing, Network Security and Data Sciences",,,,10.1007/978-981-19-5868-7_34,Ayush SinhaTinku SinghRanjana VyasManish KumarO. P. Vyas,2023,https://link.springer.com/chapter/10.1007/978-981-19-5868-7_34,Conference paper
Loquat: A SNARK-Friendly Post-quantum Signature Based on&#xa0;the&#xa0;Legendre PRF with&#xa0;Applications in&#xa0;Ring and&#xa0;Aggregate Signatures,Advances in Cryptology – CRYPTO 2024,,,,10.1007/978-3-031-68376-3_1,Xinyu ZhangRon SteinfeldMuhammed F. EsginJoseph K. LiuDongxi LiuSushmita Ruj,2024,https://link.springer.com/chapter/10.1007/978-3-031-68376-3_1,Conference paper
Decentralized Algorithms for&#xa0;Efficient Energy Management over&#xa0;Cloud-Edge Infrastructures,Algorithmic Aspects of Cloud Computing,,,,10.1007/978-3-031-49361-4_12,Aristeidis KarrasChristos KarrasIoanna GiannoukouKonstantinos C. GiotopoulosDimitrios TsolisIoannis KarydisSpyros Sioutas,2024,https://link.springer.com/chapter/10.1007/978-3-031-49361-4_12,Conference paper
Quantum as&#xa0;a&#xa0;Service Architecture for&#xa0;Security in&#xa0;a&#xa0;Smart City,Quality of Information and Communications Technology,,,,10.1007/978-3-031-43703-8_6,Vita Santa BarlettaDanilo CaivanoAlfred LakoAnibrata Pal,2023,https://link.springer.com/chapter/10.1007/978-3-031-43703-8_6,Conference paper
Pairwise Decomposition of Directed Graphic Models for Performing Amortized Approximate Inference,Machine Learning for Cyber Security,,,,10.1007/978-3-031-20096-0_5,Peng LinChangsheng DouNannan GuZhiyuan ShiLili Ma,2023,https://link.springer.com/chapter/10.1007/978-3-031-20096-0_5,Conference paper
Deep Learning Taxonomy on Human Face Expression Recognition for Communication Applications,Deep Sciences for Computing and Communications,,,,10.1007/978-3-031-27622-4_8,Raja BhargavaN. ArivazhaganK. Sureshbabu,2023,https://link.springer.com/chapter/10.1007/978-3-031-27622-4_8,Conference paper
Low-Dimensional Space Modeling-Based Differential Evolution: A Scalability Perspective on&#xa0;bbob-largescale suite,Advances in Computational Intelligence,,,,10.1007/978-3-031-43085-5_2,Thiago Henrique Lemos FonsecaSilvia Modesto NassarAlexandre César Muniz de OliveiraBruno Agard,2023,https://link.springer.com/chapter/10.1007/978-3-031-43085-5_2,Conference paper
A Hybrid Based Genetic Algorithm for&#xa0;Solving the&#xa0;Clustered Generalized Traveling Salesman Problem,Hybrid Artificial Intelligent Systems,,,,10.1007/978-3-031-40725-3_30,Ovidiu CosmaPetrică C. PopLaura Cosma,2023,https://link.springer.com/chapter/10.1007/978-3-031-40725-3_30,Conference paper
Extracting Features from&#xa0;Random Subseries: A Hybrid Pipeline for&#xa0;Time Series Classification and&#xa0;Extrinsic Regression,Advanced Analytics and Learning on Temporal Data,,,,10.1007/978-3-031-49896-1_8,Matthew MiddlehurstAnthony Bagnall,2023,https://link.springer.com/chapter/10.1007/978-3-031-49896-1_8,Conference paper
A Hybrid Layout Method Based on&#xa0;GPU for&#xa0;the&#xa0;Logistics Facility Layout Problem,Computer Supported Cooperative Work and Social Computing,,,,10.1007/978-981-99-2385-4_43,Fulin JiangLin LiJunjie ZhuXiaoping Liu,2023,https://link.springer.com/chapter/10.1007/978-981-99-2385-4_43,Conference paper
Co-registration of PRISMA Hyperspectral Imagery for Accurate Land Cover Classification,Geoinformatics for Spatial-Infrastructure Development in Earth and Allied Sciences,,,,10.1007/978-3-031-71000-1_15,Qiongjie XuVasil YordanovXuan Truong TranXuan Quang TruongLudovico BiagiMaria Antonia Brovelli,2024,https://link.springer.com/chapter/10.1007/978-3-031-71000-1_15,Conference paper
Brainstorming-Based Large Scale Neighborhood Search for&#xa0;Vehicle Routing with&#xa0;Real Travel Time,Machine Learning for Cyber Security,,,,10.1007/978-3-031-20102-8_28,Jia LiuNanqing GuoBowen Xue,2023,https://link.springer.com/chapter/10.1007/978-3-031-20102-8_28,Conference paper
Genetic Programming with&#xa0;Adaptive Reference Points for&#xa0;Pareto Local Search in&#xa0;Many-Objective Job Shop Scheduling,AI 2023: Advances in Artificial Intelligence,,,,10.1007/978-981-99-8391-9_37,Atiya MasoodGang ChenYi MeiHarith Al-SahafMengjie Zhang,2024,https://link.springer.com/chapter/10.1007/978-981-99-8391-9_37,Conference paper
lil’HDoC: An Algorithm for&#xa0;Good Arm Identification Under Small Threshold Gap,Advances in Knowledge Discovery and Data Mining,,,,10.1007/978-981-97-2262-4_7,Tzu-Hsien TsaiYun-Da TsaiShou-De Lin,2024,https://link.springer.com/chapter/10.1007/978-981-97-2262-4_7,Conference paper
Identity-Based Encryption from&#xa0;LWE with&#xa0;More Compact Master Public Key,Topics in Cryptology – CT-RSA 2024,,,,10.1007/978-3-031-58868-6_13,Parhat Abla,2024,https://link.springer.com/chapter/10.1007/978-3-031-58868-6_13,Conference paper
Dimension-Reducing Algorithms for&#xa0;Quaternion Ideal-SVP,Advances in Cryptology – EUROCRYPT 2026,,,,10.1007/978-3-032-25327-9_2,Cong LingAndrew MendelsohnChristian Porter,2026,https://link.springer.com/chapter/10.1007/978-3-032-25327-9_2,Conference paper
"Non-Adaptive One-Way to Hiding Not only Implies Adaptive Quantum Reprogramming, but also Does Better",Public-Key Cryptography – PKC 2026,,,,10.1007/978-3-032-26734-4_4,Heming LiaoJiangxia GeRui XueXiaogang Zhou,2026,https://link.springer.com/chapter/10.1007/978-3-032-26734-4_4,Conference paper
Quantum Transfer Learning: The Impact of&#xa0;Classical Preprocessing,Agents and Artificial Intelligence,,,,10.1007/978-3-031-87327-0_18,Michael KölleJonas MaurerPhilipp AltmannLeo SünkelJonas SteinJulian HagerSebastian ZielinskiClaudia Linnhoff-Popien,2025,https://link.springer.com/chapter/10.1007/978-3-031-87327-0_18,Conference paper
MineReduce-Based Metaheuristic for&#xa0;the&#xa0;Minimum Latency Problem,Metaheuristics,,,,10.1007/978-3-031-26504-4_7,Marcelo Rodrigues de Holanda MaiaÍtalo SantanaIsabel RossetiUéverton dos Santos SouzaAlexandre Plastino,2023,https://link.springer.com/chapter/10.1007/978-3-031-26504-4_7,Conference paper
Enhanced Hybrid Optimization Technique to Find Optimal Solutions for Task Scheduling in Cloud-Fog Computing Environments,Internet of Things,,,,10.1007/978-3-031-28475-5_10,Anjali PatleSai Dheeraj KanaparthiK. Jairam Naik,2023,https://link.springer.com/chapter/10.1007/978-3-031-28475-5_10,Conference paper
Pseudorandomness in&#xa0;the&#xa0;(Inverseless) Haar Random Oracle Model,Advances in Cryptology – EUROCRYPT 2025,,,,10.1007/978-3-031-91098-2_6,Prabhanjan AnanthJohn BostanciAditya GulatiYao-Ting Lin,2025,https://link.springer.com/chapter/10.1007/978-3-031-91098-2_6,Conference paper
Universal Composable Password Authenticated Key Exchange for&#xa0;the&#xa0;Post-Quantum World,Advances in Cryptology – EUROCRYPT 2024,,,,10.1007/978-3-031-58754-2_5,You LyuShengli LiuShuai Han,2024,https://link.springer.com/chapter/10.1007/978-3-031-58754-2_5,Conference paper
Bio-Inspired Feature Selection via&#xa0;an&#xa0;Improved Binary Golden Jackal Optimization Algorithm,"Knowledge Science, Engineering and Management",,,,10.1007/978-981-97-5495-3_5,Jinghui FengXukun ZhangLihua Zhang,2024,https://link.springer.com/chapter/10.1007/978-981-97-5495-3_5,Conference paper
"VDOO: A Short, Fast, Post-quantum Multivariate Digital Signature Scheme",Progress in Cryptology – INDOCRYPT 2023,,,,10.1007/978-3-031-56235-8_10,Anindya GangulyAngshuman KarmakarNitin Saxena,2024,https://link.springer.com/chapter/10.1007/978-3-031-56235-8_10,Conference paper
Learned Features vs. Classical ELA on&#xa0;Affine BBOB Functions,Parallel Problem Solving from Nature – PPSN XVIII,,,,10.1007/978-3-031-70068-2_9,Moritz SeilerUrban ŠkvorcGjorgjina CenikjCarola DoerrHeike Trautmann,2024,https://link.springer.com/chapter/10.1007/978-3-031-70068-2_9,Conference paper
Phishing Attack Detection Using Machine Learning,"Proceedings of the 4th International Conference on Data Science, Machine Learning and Applications",,,,10.1007/978-981-99-2058-7_33,K. R. NatarajD. K. YashaswiniR. HemaNayana S. PawarS. Yashaswi,2023,https://link.springer.com/chapter/10.1007/978-981-99-2058-7_33,Conference paper
A Hybrid Multi-objective Genetic-Particle Swarm Optimization Algorithm for Airline Crew Rostering Problem with Fairness and Satisfaction,Machine Learning for Cyber Security,,,,10.1007/978-3-031-20102-8_43,Tianwei ZhouXuanru ChenXusheng WuChen Yang,2023,https://link.springer.com/chapter/10.1007/978-3-031-20102-8_43,Conference paper
Faster Verifications and&#xa0;Smaller Signatures: Trade-Offs for&#xa0;ALTEQ Using Rejections,Information Security and Privacy,,,,10.1007/978-981-97-5028-3_8,Arnaud Sipasseuth,2024,https://link.springer.com/chapter/10.1007/978-981-97-5028-3_8,Conference paper
Evolutionary-Based Generative Design for&#xa0;Electric Transmission Towers,Artificial Intelligence and Soft Computing,,,,10.1007/978-3-031-42505-9_37,Hugo MorenoPablo S. NaharroAntonio LaTorreJosé-María Peña,2023,https://link.springer.com/chapter/10.1007/978-3-031-42505-9_37,Conference paper
Importance of Feature Extraction in Sentiment Analysis Implementation,Advanced Computing,,,,10.1007/978-3-031-35644-5_21,Priyanka TyagiSuveg MoudgilGarima Saini,2023,https://link.springer.com/chapter/10.1007/978-3-031-35644-5_21,Conference paper
Adaptively Secure IBE from&#xa0;Lattices with&#xa0;Asymptotically Better Efficiency,Public-Key Cryptography – PKC 2025,,,,10.1007/978-3-031-91820-9_4,Weidan JiZhedong WangLin LyuDawu Gu,2025,https://link.springer.com/chapter/10.1007/978-3-031-91820-9_4,Conference paper
Community Detection Using Label Propagation Algorithm with Random Walk Approach,"Emerging Technology Trends in Electronics, Communication and Networking",,,,10.1007/978-981-19-6737-5_25,Hemi PatelJai Prakash Verma,2023,https://link.springer.com/chapter/10.1007/978-981-19-6737-5_25,Conference paper
An Improved Practical Key Mismatch Attack Against NTRU,Post-Quantum Cryptography,,,,10.1007/978-3-031-62743-9_11,Zhen LiuVishakhaJintai DingChi ChengYanbin Pan,2024,https://link.springer.com/chapter/10.1007/978-3-031-62743-9_11,Conference paper
On Central Primitives for&#xa0;Quantum Cryptography with&#xa0;Classical Communication,Advances in Cryptology – CRYPTO 2024,,,,10.1007/978-3-031-68394-7_8,Kai-Min ChungEli GoldinMatthew Gray,2024,https://link.springer.com/chapter/10.1007/978-3-031-68394-7_8,Conference paper
Cryptanalysis of&#xa0;Lattice-Based Sequentiality Assumptions and Proofs of Sequential Work,Advances in Cryptology – CRYPTO 2024,,,,10.1007/978-3-031-68388-6_6,Chris PeikertYi Tang,2024,https://link.springer.com/chapter/10.1007/978-3-031-68388-6_6,Conference paper
Grover on&#xa0;Chosen IV Related Key Attack Against GRAIN-128a,Progress in Cryptology – INDOCRYPT 2023,,,,10.1007/978-3-031-56232-7_14,Arpita MaitraAsmita SamantaSubha KarHirendra Kumar GaraiMintu MandalSabyasachi Dey,2024,https://link.springer.com/chapter/10.1007/978-3-031-56232-7_14,Conference paper
Post-quantum Sigma Protocols and&#xa0;Signatures from&#xa0;Low-Rank Matrix Completions,Provable and Practical Security,,,,10.1007/978-3-031-45513-1_11,Jiaming WenHouzhen WangHuanguo Zhang,2023,https://link.springer.com/chapter/10.1007/978-3-031-45513-1_11,Conference paper
Modular Design of&#xa0;KEM-Based Authenticated Key Exchange,Information Security and Privacy,,,,10.1007/978-3-031-35486-1_24,Colin BoydBor de KockLise Millerjord,2023,https://link.springer.com/chapter/10.1007/978-3-031-35486-1_24,Conference paper
Real-Part Quantum Support Vector Machines,Machine Learning and Knowledge Discovery in Databases. Research Track and Demo Track,,,,10.1007/978-3-031-70371-3_9,Nico PiatkowskiSascha Mücke,2024,https://link.springer.com/chapter/10.1007/978-3-031-70371-3_9,Conference paper
Commuting Ramanujan Graphs and&#xa0;the&#xa0;Random Self-reducibility of&#xa0;Isogeny Problems,Post-Quantum Cryptography,,,,10.1007/978-3-031-86602-9_2,Youcef MokraniDavid Jao,2025,https://link.springer.com/chapter/10.1007/978-3-031-86602-9_2,Conference paper
Application of&#xa0;Multi-agent Reinforcement Learning to&#xa0;the&#xa0;Dynamic Scheduling Problem in&#xa0;Manufacturing Systems,"Machine Learning, Optimization, and Data Science",,,,10.1007/978-3-031-53966-4_18,David HeikFouad BahrpeymaDirk Reichelt,2024,https://link.springer.com/chapter/10.1007/978-3-031-53966-4_18,Conference paper
A Complete Security Proof of&#xa0;SQIsign,Advances in Cryptology – CRYPTO 2025,,,,10.1007/978-3-032-01887-8_7,Marius A. AardalAndrea BassoLuca De FeoSikhar PatranabisBenjamin Wesolowski,2025,https://link.springer.com/chapter/10.1007/978-3-032-01887-8_7,Conference paper
Quantum Circuit Compilation for&#xa0;the&#xa0;Graph Coloring Problem,AIxIA 2022 – Advances in Artificial Intelligence,,,,10.1007/978-3-031-27181-6_26,Angelo OddiRiccardo RasconiMarco BaiolettiVieri Giuliano SantucciHamish Beck,2023,https://link.springer.com/chapter/10.1007/978-3-031-27181-6_26,Conference paper
Exploring SIDH-Based Signature Parameters,Applied Cryptography and Network Security,,,,10.1007/978-3-031-54770-6_17,Andrea BassoMingjie ChenTako Boris FouotsaPéter KutasAbel LavalLaurane MarcoGustave Tchoffo Saah,2024,https://link.springer.com/chapter/10.1007/978-3-031-54770-6_17,Conference paper
Enabling Surrogate-Assisted Evolutionary Reinforcement Learning via&#xa0;Policy Embedding,Bio-Inspired Computing: Theories and Applications,,,,10.1007/978-981-99-1549-1_19,Lan TangXiaxi LiJinyuan ZhangGuiying LiPeng YangKe Tang,2023,https://link.springer.com/chapter/10.1007/978-981-99-1549-1_19,Conference paper
A Lattice-Based Aggregate Signature Based on&#xa0;Revocable Identity,Machine Learning for Cyber Security,,,,10.1007/978-3-031-20099-1_22,Yang CuiHuayu ChengFengyin LiDomenico Santaniello,2023,https://link.springer.com/chapter/10.1007/978-3-031-20099-1_22,Conference paper
On Algebraic Homomorphic Encryption and&#xa0;Its Applications to&#xa0;Doubly-Efficient PIR,Advances in Cryptology – EUROCRYPT 2025,,,,10.1007/978-3-031-91095-1_2,Hiroki OkadaRachel PlayerSimon PohmannChristian Weinert,2025,https://link.springer.com/chapter/10.1007/978-3-031-91095-1_2,Conference paper
A Repetitive Grouping Max-Min Ant System for&#xa0;Multi-Depot Vehicle Routing Problem with&#xa0;Time Window,Advances in Swarm Intelligence,,,,10.1007/978-3-031-36625-3_30,Wanfeng ChenRuochen LiuQi GuoMengyi Niu,2023,https://link.springer.com/chapter/10.1007/978-3-031-36625-3_30,Conference paper
Evaluating Quantum Algorithms for&#xa0;Linear Solver Workflows,High Performance Computing,,,,10.1007/978-3-031-40843-4_47,Sophia KolakHamed MohammadbagherpoorKonstantis DaloukasKostas KafousasFrancois-Henry RouetYorgos KoutsoyannopoulosNathan Earnest-NobleRobert F. Lucas,2023,https://link.springer.com/chapter/10.1007/978-3-031-40843-4_47,Conference paper
Randomness Efficient Algorithms for&#xa0;Estimating Average Gate Fidelity via&#xa0;k-Wise Classical and&#xa0;Quantum Independence,Information Systems Security,,,,10.1007/978-3-032-13714-2_14,Aditya NemaPranab Sen,2026,https://link.springer.com/chapter/10.1007/978-3-032-13714-2_14,Conference paper
Bit Security of&#xa0;Quantum Key Search,Selected Areas in Cryptography – SAC 2025,,,,10.1007/978-3-032-10536-3_10,Marc FischlinEvangelos Gkoumas,2026,https://link.springer.com/chapter/10.1007/978-3-032-10536-3_10,Conference paper
