__type__,__key__,author,title,journal,booktitle,year,volume,number,pages,publisher,doi,url,isbn,issn,keywords,abstract,__source__,chapter,eprint,note
article,https://doi.org/10.1049/itr2.70214,"El-Dalahmeh, Adi and El-Dalahmeh, Moawiah and Li, Jie",Integrating Elliptic Curve Encryption and Post-Quantum Cryptography for Secure VANETs Using Fog Computing and SDN,IET Intelligent Transport Systems,,2026,20,1,e70214,,https://doi.org/10.1049/itr2.70214,https://onlinelibrary.wiley.com/doi/abs/10.1049/itr2.70214,,,"fog computing, hybrid encryption, post-quantum cryptography (PQC), quantum-resilient ITS, software-defined networking (SDN), VANETs, elliptic curve cryptography (ECC), vehicular security","ABSTRACT Vehicular ad hoc networks (VANETs) are a core component of intelligent transportation systems (ITS), enabling vehicle-to-vehicle (V2V) and vehicle-to-infrastructure (V2I) communication for safety, traffic control and infotainment services. However, the highly dynamic and resource-constrained nature of VANETs exposes them to significant security threats, including emerging quantum-enabled attacks. While elliptic curve cryptography (ECC) is widely used due to its efficiency, it is vulnerable to quantum attacks through Shor's algorithm. In contrast, post-quantum cryptography (PQC) offers quantum-resistant security but introduces considerable computational and communication overhead, limiting its suitability for real-time vehicular environments. This paper proposes a hybrid ECC–PQC security framework supported by fog computing and software-defined networking (SDN) to balance efficiency and long-term security. The architecture offloads cryptographic operations to fog nodes, employs SDN for adaptive traffic management and integrates trust-aware hybrid encryption to defend against Sybil, replay and quantum-based attacks. The framework is evaluated using OMNeT++ and Mininet-SDN simulations, considering packet delivery ratio, end-to-end latency, computational overhead and security resilience. Results show that the hybrid approach reduces latency by 35\% compared to PQC-only schemes and improves packet delivery by 20\% under black-hole attack scenarios, demonstrating a practical and quantum-resilient security solution for VANETs.",pericles_exported_citations (1).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1049/itr2.70214,
article,https://doi.org/10.1002/jcc.26045,"Schmidt, Burkhard and Klein, Rupert and Cancissu Araujo, Leonardo",WavePacket: A Matlab package for numerical quantum dynamics. III. Quantum-classical simulations and surface hopping trajectories,Journal of Computational Chemistry,,2019,40,30,2677-2688,,https://doi.org/10.1002/jcc.26045,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.26045,,,"fewest switches surface hopping, Landau–Zener formula, quantum-classical dynamics, single switch surface hopping, surface hopping trajectories","WavePacket is an open-source program package for numerical simulations in quantum dynamics. Building on the previous Part I (Schmidt and Lorenz, Comput. Phys. Commun. 2017, 213, 223] and Part II (Schmidt and Hartmann, Comput. Phys. Commun. 2018, 228, 229] which dealt with quantum dynamics of closed and open systems, respectively, the present Part III adds fully classical and mixed quantum-classical propagation techniques to WavePacket. There classical phase-space densities are sampled by trajectories which follow (diabatic or adiabatic) potential energy surfaces. In the vicinity of (genuine or avoided) intersections of those surfaces, trajectories may switch between them. To model these transitions, two classes of stochastic algorithms have been implemented: (1) Tully's fewest switches surface hopping and (2) Landau–Zener-based single switch surface hopping. The latter one offers the advantage of being based on adiabatic energy gaps only, thus not requiring nonadiabatic coupling information any more. The present work describes the MATLAB version of WavePacket 6.1.0, which is essentially an object-oriented rewrite of previous versions, allowing to perform fully classical, quantum-classical and quantum-mechanical simulations on an equal footing, that is, for the same physical system described by the same WavePacket input. The software package is hosted and further developed at the Sourceforge platform, where also extensive Wiki-documentation as well as numerous worked-out demonstration examples with animated graphics are available. © 2019 Wiley Periodicals, Inc.",pericles_exported_citations (1).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jcc.26045,
article,https://doi.org/10.1002/wcms.1491,"Smith, Daniel G. A. and Altarawy, Doaa and Burns, Lori A. and Welborn, Matthew and Naden, Levi N. and Ward, Logan and Ellis, Sam and Pritchard, Benjamin P. and Crawford, T. Daniel","The MolSSI QCArchive project: An open-source platform to compute, organize, and share quantum chemistry data",WIREs Computational Molecular Science,,2021,11,2,e1491,,https://doi.org/10.1002/wcms.1491,https://onlinelibrary.wiley.com/doi/abs/10.1002/wcms.1491,,,"databases, density functional theory, machine learning, high-throughput computing, quantum chemistry.","Abstract The Molecular Sciences Software Institute's (MolSSI) Quantum Chemistry Archive (QCArchive) project is an umbrella name that covers both a central server hosted by MolSSI for community data and the Python-based software infrastructure that powers automated computation and storage of quantum chemistry (QC) results. The MolSSI-hosted central server provides the computational molecular sciences community a location to freely access tens of millions of QC computations for machine learning, methodology assessment, force-field fitting, and more through a Python interface. Facile, user-friendly mining of the centrally archived quantum chemical data also can be achieved through web applications found at https://qcarchive.molssi.org. The software infrastructure can be used as a standalone platform to compute, structure, and distribute hundreds of millions of QC computations for individuals or groups of researchers at any scale. The QCArchive Infrastructure is open-source (BSD-3C), code repositories can be found at https://github.com/MolSSI, and releases can be downloaded via PyPI and Conda. This article is categorized under: Electronic Structure Theory > Ab Initio Electronic Structure Methods Software > Quantum Chemistry Data Science > Computer Algorithms and Programming",pericles_exported_citations (1).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/wcms.1491,
article,https://doi.org/10.1002/wcms.1163,"Metz, Sebastian and Kästner, Johannes and Sokol, Alexey A. and Keal, Thomas W. and Sherwood, Paul",ChemShell—a modular software package for QM/MM simulations,WIREs Computational Molecular Science,,2014,4,2,101-110,,https://doi.org/10.1002/wcms.1163,https://onlinelibrary.wiley.com/doi/abs/10.1002/wcms.1163,,,,"ChemShell is a modular computational chemistry package with a particular focus on hybrid quantum mechanical/molecular mechanical (QM/MM) simulations. A core set of chemical data handling modules and scripted interfaces to a large number of quantum chemistry and molecular modeling packages underpin a flexible QM/MM scheme. ChemShell has been used in the study of small molecules, molecular crystals, biological macromolecules such as enzymes, framework materials including zeolites, ionic solids, and surfaces. We outline the range of QM/MM coupling schemes and supporting functions for system setup, geometry optimization, and transition-state location (including those from the open-source DL-FIND optimization library). We discuss recently implemented features allowing a more efficient treatment of long range electrostatic interactions, X-ray based quantum refinement of crystal structures, free energy methods, and excited-state calculations. ChemShell has been ported to a range of parallel computers and we describe a number of options including parallel execution based on the message-passing capabilities of the interfaced packages and task-farming for applications in which a number of individual QM, MM, or QM/MM calculations can performed simultaneously. We exemplify each of the features by brief reference to published applications. This article is categorized under: Software > Quantum Chemistry Software > Molecular Modeling",pericles_exported_citations (1).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/wcms.1163,
article,https://doi.org/10.1002/wcms.70058,"Broderick, Dustin R. and Bowling, Paige E. and Brandt, Chance and Childress, Sigrún and Shockey, Joshua and Higley, Jonah and Dickerson, Haden and Ahmed, Syed Sharique and Herbert, John M.",Fragme∩t: An Open-Source Framework for Multiscale Quantum Chemistry Based on Fragmentation,WIREs Computational Molecular Science,,2025,15,6,e70058,,https://doi.org/10.1002/wcms.70058,https://onlinelibrary.wiley.com/doi/abs/10.1002/wcms.70058,,,"electronic structure theory, fragmentation, high-performance computing, many-body expansion, software","ABSTRACT Fragment-based quantum chemistry offers a means to circumvent the nonlinear computational scaling of conventional electronic structure calculations, by partitioning a large calculation into smaller subsystems then considering the many-body interactions between them. Variants of this approach have been used to parameterize classical force fields and machine learning potentials, applications that benefit from interoperability between quantum chemistry codes. However, there is a dearth of software that provides interoperability yet is purpose-built to handle the combinatorial complexity of fragment-based calculations. To fill this void we introduce “Fragme∩t”, an open-source software application that provides a tool for community validation of fragment-based methods, a platform for developing new approximations, and a framework for analyzing many-body interactions. Fragme∩t includes algorithms for automatic fragment generation and structure modification, and for distance- and energy-based screening of the requisite subsystems. Checkpointing, database management, and parallelization are handled internally and results are archived in a portable database. Interfaces to various quantum chemistry engines are easy to write and exist already for Q-Chem, PySCF, xTB, Orca, CP2K, MRCC, Psi4, NWChem, GAMESS, and MOPAC. Applications reported here demonstrate parallel efficiencies around 96\% on more than 1000 processors but also showcase that the code can handle large-scale protein fragmentation using only workstation hardware, all with a codebase that is designed to be usable by non-experts. Fragme∩t conforms to modern software engineering best practices and is built upon well established technologies including Python, SQLite, and Ray. The source code is available under the Apache 2.0 license. This article is categorized under: Electronic Structure Theory > Ab Initio Electronic Structure Methods Theoretical and Physical Chemistry > Thermochemistry Software > Quantum Chemistry",pericles_exported_citations (1).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/wcms.70058,e70058 CMS-1197.R1
article,https://doi.org/10.1002/jci3.70020,"Parmar, Parnav and Rangwala, Husain and Parmar, Parth",Cyber Physical Security Framework for Smart Cities Using AI and Quantum Encryption,Journal of Critical Infrastructure Policy,,2026,7,1,e70020,,https://doi.org/10.1002/jci3.70020,https://onlinelibrary.wiley.com/doi/abs/10.1002/jci3.70020,,,"artificial intelligence, cyber-physical security, intrusion detection systems, post-quantum cryptography, quantum encryption, quantum key distribution, smart cities, 网络物理安全, 智慧城市, 人工智能, 量子加密, 量子密钥分发, 入侵检测系统, 后量子密码学, Seguridad ciberfísica, Ciudades inteligentes, Inteligencia artificial, Cifrado cuántico, Distribución de claves cuánticas, Sistemas de detección de intrusiones, Criptografía poscuántica","ABSTRACT The rapid evolution of smart cities has introduced complex cybersecurity challenges due to the integration of interconnected systems and the emergence of new technologies. Traditional security mechanisms are increasingly inadequate against sophisticated cyber threats, especially those posed by quantum computing. This research presents a novel AI-driven cyber-physical security framework, reinforced with quantum encryption, designed to protect critical smart city infrastructures. The framework applies AI, with the help of quantum encryption, to protect smart city networks, making its use based on machine learning and deep learning to identify abnormal behavior, anticipate malicious behavior, and react to threats quickly. It uses quantum key distribution (QKD) and post-quantum cryptographic (PQC) algorithms to protect both classical and quantum attacks on exchanges of data. The multi-layer security architecture focuses on the network, device, and at but provides security on the edge of the urban environments, such as smart grids, transportation, public services, and medical networks. Tests on public datasets and quantum tools showed that the framework had 98.7\% threat detection, low false positives, and consumed minimum resources when encrypting data, making it the best fit in real-world scenarios such as accidents and disasters. Further testing proved its flexibility and speed, thus it is able to suit current and future smart cities. The framework ensures a flexible protection against new threats in both cyber and physical space by integrating AI and quantum technologies, thus demonstrating the necessity of secure and low-overhead urban digital systems capable of adapting to emerging technologies.",pericles_exported_citations (1).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jci3.70020,
article,https://doi.org/10.1002/jcc.23375,"Kaliman, Ilya A. and Slipchenko, Lyudmila V.",LIBEFP: A new parallel implementation of the effective fragment potential method as a portable software library,Journal of Computational Chemistry,,2013,34,26,2284-2292,,https://doi.org/10.1002/jcc.23375,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.23375,,,EFP • library • modular software • parallel,"A new high performance parallel implementation of the general Effective Fragment Potential (EFP) method in a form of a portable software library called libefp is presented. The libefp library was designed to provide developers of various quantum chemistry software packages with an easy way to add EFP functionality to the program of their choice. The general overview of the library is presented and various aspects of interfacing the library with third party quantum chemistry packages are considered. The reference implementation of common methods of computational chemistry such as geometry optimization and molecular dynamics on top of libefp is delivered in the form of efpmd program. Results of molecular dynamics simulation of liquid water using the developed software are described. © 2013 Wiley Periodicals, Inc.",pericles_exported_citations (1).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jcc.23375,
article,https://doi.org/10.1002/wcms.1692,"Pedersen, Thomas Bondo and Lehtola, Susi and Fdez. Galván, Ignacio and Lindh, Roland",The versatility of the Cholesky decomposition in electronic structure theory,WIREs Computational Molecular Science,,2024,14,1,e1692,,https://doi.org/10.1002/wcms.1692,https://onlinelibrary.wiley.com/doi/abs/10.1002/wcms.1692,,,"auxiliary basis sets, Cholesky decomposition, reduced scaling, two-electron integrals","Abstract The resolution-of-the-identity (RI) or density fitting (DF) approximation for the electron repulsion integrals (ERIs) has become a standard component of accelerated and reduced-scaling implementations of first-principles Gaussian-type orbital electronic-structure methods. The Cholesky decomposition (CD) of the ERIs has also become increasingly deployed across quantum chemistry packages in the last decade, even though its early applications were mostly limited to high-accuracy methods such as coupled-cluster theory and multiconfigurational approaches. Starting with a summary of the basic theory underpinning both the CD and RI/DF approximations, thus underlining the extremely close relation of the CD and RI/DF techniques, we provide a brief and largely chronological review of the evolution of the CD approach from its birth in 1977 to its current state. In addition to being a purely numerical procedure for handling ERIs, thus providing robust and computationally efficient approximations to the exact ERIs that have been found increasingly useful on modern computer platforms, CD also offers highly accurate approaches for generating auxiliary basis sets for the RI/DF approximation on the fly due to the deep mathematical connection between the two approaches. In this review, we aim to provide a concise reference of the main techniques employed in various CD approaches in electronic structure theory, to exemplify the connection between the CD and RI/DF approaches, and to clarify the state of the art to guide new implementations of CD approaches across electronic structure programs. This article is categorized under: Electronic Structure Theory > Ab Initio Electronic Structure Methods Software > Quantum Chemistry Quantum Computing > Theory Development",pericles_exported_citations (1).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/wcms.1692,
article,https://doi.org/10.1002/qute.202500472,"Robertson, Elizabeth Jane and Maaß, Benjamin and Tschernig, Konrad and Wolters, Janik",A Digital Twin of Atomic Ensemble Quantum Memory Experiments Based on an Effective Quantum Channel Description,Advanced Quantum Technologies,,2026,9,2,e00472,,https://doi.org/10.1002/qute.202500472,https://onlinelibrary.wiley.com/doi/abs/10.1002/qute.202500472,,,"digital twin, performance simulation, quantum memory, quantum network","ABSTRACT Accurate performance estimation of experimentally demonstrated quantum memories is key to understand the nuances in their deployment in photonic quantum networks. While several software packages allow for accessible quantum simulation, they often do not account for the loss and noise in physical devices. We present a framework for modeling ensemble-based atomic quantum memories using the quantum channel formalism. We provide a Kraus matrix representation of several experimentally implemented state-of-the art quantum memories and give an overview of their most important performance metrics. To showcase the applicability of this approach, we implement a memory-assisted quantum token protocol within our simulation framework. Our digital twin model is readily extensible to other memory implementations and easily compatible with existing frameworks for performance simulation of experimental quantum networks.",pericles_exported_citations (10).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/qute.202500472,
inbook,doi:https://doi.org/10.1002/9781119183471.ch23,"Schneier, Bruce",Special Algorithms for Protocols,,"Applied Cryptography, Second Edition",2015,,,527-557,"John Wiley & Sons, Ltd",https://doi.org/10.1002/9781119183471.ch23,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119183471.ch23,9781119183471,,"designated confirmer signatures, multiple-key public-key cryptography, quantum cryptography, secret-sharing schemes, subliminal channel, undeniable digital signatures","Summary This chapter discusses esoteric public-key algorithms and protocols. It first discusses multiple-key public-key cryptography and four different secret-sharing schemes such as LaGrange interpolating polynomial scheme, vector scheme, Asmuth-Bloom scheme and Karnin-Greene-Hellman scheme that are all particular cases of a general theoretical framework. Then, the chapter includes a discussion on subliminal channel, undeniable digital signatures, designated confirmer signatures, fair coin flips, one-way accumulators, all-or-nothing disclosure of secrets, fair and failsafe cryptosystems, zero-knowledge proof of a discrete logarithm, blind signatures, and quantum cryptography. Quantum cryptography taps the natural uncertainty of the quantum world. Charles Bennett, Gilles Brassard, Claude Crepeau, and others have expanded on this idea, describing quantum key distribution, quantum coin flipping, quantum bit commitment, quantum oblivious transfer, and quantum secure multiparty computation.",pericles_exported_citations (10).bib,23,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781119183471.ch23,
inbook,doi:https://doi.org/10.1002/9781394310708.ch11,"Parthasarathi, P. and Nivedha, S. and Krishnamoorthy, V. and Priyanga, M. A.",Quantum-Secure Blockchain,,Secure Blockchain and Quantum Technologies for 6G‐Enabled Internet of Things,2026,,,257-297,"John Wiley & Sons, Ltd",https://doi.org/10.1002/9781394310708.ch11,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394310708.ch11,9781394310708,,"Quantum computing, blockchain, quantum-safe cryptography, 6G IoT, quantum key distribution (QKD), lattice-based cryptography, secure communication","Summary Combining blockchain technologies and quantum computing gives a transforming power to enhance security and scalability in 6G IoT systems. It is, therefore, imperative for large IoT device networks to take immediate security measures on the progression towards the next generation of linked systems. Today, existing blockchain implementations are insecure since cryptographic methods that rely on inverting difficult mathematical problems are easily solvable with the help of quantum computers. This chapter considers the subject of security challenges and directions in handling them with quantum-safe encryption and blockchain technology in our new quantum environment. In a manner based on the quantum mechanics, quantum computing performs calculations unimaginable for the conventional computers with references to superposition and entanglement. Classical cryptographic systems used in blockchain are at risk as the world moves toward quantum technology; hence, demand for quantum-safe cryptographic algorithms is realized. Blockchain is defined as a distributed, transparent, and most importantly, immutable-characterized framework that could provide a good foundation for IoTs network security. But if it is to last for the coming quantum age there is more to it; that is, it should be using quantum-safe encryption. It covers field of quantum-safe cryptography which includes hash-based cryptography, code-based cryptography and lattice-based cryptography. The chapter also explores the use of QKD in enhancing secure communication among the blockchain systems. In addition, the chapter describes the pathway to enhance the research, prototype development, pilot adoption and widespread deployment of quantum-safe blockchain solutions. This chapter offers an adequate understanding of the current security scenario of the 6G IoT networks, which highlights the paramount role of the quantum-secure blockchain systems through the integration of quantum computing and blockchain. This might also be the case in a day where IoT devices and transactions on them will be virtually at scale and secure under quantum-susceptible solutions.",pericles_exported_citations (10).bib,11,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781394310708.ch11,
