citation_key,entry_type,author,title,journal,booktitle,volume,number,pages,year,issn,isbn,doi,url,keywords,abstract,note,editor,publisher,series
MISZCZAK2013257,article,Jarosław Adam Miszczak,Employing online quantum random number generators for generating truly random quantum states in Mathematica,Computer Physics Communications,,184,1,257-258,2013,0010-4655,,https://doi.org/10.1016/j.cpc.2012.08.012,https://www.sciencedirect.com/science/article/pii/S0010465512002780,"Random density matrices, Quantum information, Quantum random number generator, On-line quantum random number generator service","The presented package for the Mathematica computing system allows the harnessing of quantum random number generators (QRNG) for investigating the statistical properties of quantum states. The described package implements a number of functions for generating random states. The new version of the package adds the ability to use the on-line quantum random number generator service and implements new functions for retrieving lists of random numbers. Thanks to the introduced improvements, the new version provides faster access to high-quality sources of random numbers and can be used in simulations requiring large amount of random data.
New version program summary
Program title: TRQS Catalogue identifier: AEKA_v2_0 Program summary URL:http://cpc.cs.qub.ac.uk/summaries/AEKA_v2_0.html Program obtainable from: CPC Program Library, Queen’s University, Belfast, N. Ireland Licensing provisions: Standard CPC licence, http://cpc.cs.qub.ac.uk/licence/licence.html No. of lines in distributed program, including test data, etc.: 18134 No. of bytes in distributed program, including test data, etc.: 252049 Distribution format: tar.gz Programming language: Mathematica, C. Computer: Any supporting Mathematica in version 7 or higher. Operating system: Any platform supporting Mathematica; tested with GNU/Linux (32 and 64 bit). RAM: Case-dependent Supplementary material: Fig. 1 mentioned below can be downloaded. Classification: 4.15. External routines: Quantis software library (http://www.idquantique.com/support/quantis-trng.html) Catalogue identifier of previous version: AEKA_v1_0 Journal reference of previous version: Comput. Phys. Comm. 183(2012)118 Does the new version supersede the previous version?: Yes Nature of problem: Generation of random density matrices and utilization of high-quality random numbers for the purpose of computer simulation. Solution method: Use of a physical quantum random number generator and an on-line service providing access to the source of true random numbers generated by quantum real number generator. Reasons for new version: Added support for the high-speed on-line quantum random number generator and improved methods for retrieving lists of random numbers. Summary of revisions: The presented version provides two signicant improvements. The first one is the ability to use the on-line Quantum Random Number Generation service developed by PicoQuant GmbH and the Nano-Optics groups at the Department of Physics of Humboldt University. The on-line service supported in the version 2.0 of the TRQS package provides faster access to true randomness sources constructed using the laws of quantum physics. The service is freely available at https://qrng.physik.hu-berlin.de/. The use of this service allows using the presented package with the need of a physical quantum random number generator. The second improvement introduced in this version is the ability to retrieve arrays of random data directly for the used source. This increases the speed of the random number generation, especially in the case of an on-line service, where it reduces the time necessary to establish the connection. Thanks to the speed improvement of the presented version, the package can now be used in simulations requiring larger amounts of random data. Moreover, the functions for generating random numbers provided by the current version of the package more closely follow the pattern of functions for generating pseudo- random numbers provided in Mathematica. Additional comments: Speed comparison: The implementation of the support for the QRNG on-line service provides a noticeable improvement in the speed of random number generation. For the samples of real numbers of size 101; 102,…,107 the times required to generate these samples using Quantis USB device and QRNG service are compared in Fig. 1. The presented results show that the use of the on-line service provides faster access to random numbers. One should note, however, that the speed gain can increase or decrease depending on the connection speed between the computer and the server providing random numbers. Running time: Depends on the used source of randomness and the amount of random data used in the experiment. References: [1] M. Wahl, M. Leifgen, M. Berlin, T. Röhlicke, H.-J. Rahn, O. Benson., An ultrafast quantum random number generator with provably bounded output bias based on photon arrival time measurements, Applied Physics Letters, Vol. 098, 171105 (2011). http://dx.doi.org/10.1063/1.3578456.",,,,
CHANNI2026215,incollection,Harpreet Kaur Channi,Chapter 9 - Quantum computing for digital twins and the metaverse,,MetaConstructs,,,215-235,2026,,978-0-443-40678-2,https://doi.org/10.1016/B978-0-443-40678-2.00009-X,https://www.sciencedirect.com/science/article/pii/B978044340678200009X,"Quantum computing, smart cities, traffic optimization, Quantum Approximate Optimization Algorithm (QAOA), energy distribution, emergency response systems, urban mobility, hybrid quantum-classical models","Quantum computing delivers a revolutionary solution for optimizing the infrastructure of a smart city. This study includes the Quantum Approximate Optimization Algorithm (QAOA) for enhancing traffic movement, energy supply, and emergency services in Ludhiana's Gill Canal area. Traditional AI cannot adjust in real-time to the traffic congestion in urban areas, whereas quantum optimization enhances traffic flow by 16.4%, reducing signal time from 58.3 to 48.7seconds. Emergency response times were reduced by 26.9%, from 5.2 to 3.8minutes, to enhance public safety. Smart grid management was maximized through the utilization of quantum-enhanced smart grid management to minimize power outages and energy wastage. Such findings supplement International Business Machines (IBM), Volkswagen, and D-Wave's findings on the suitability of quantum computing for urban planning. Obstacles such as scalability and hardware constraints should not deter future research from engaging with hybrid quantum-classical models and Internet of Things. The Ludhiana success story provides testimony to the power of quantum technology to enhance urban mobility as more efficient, responsive, and sustainable. Integration of quantum computing with digital twins and the metaverse is presented in this paper as enabling previously unmatched simulation accuracy and computation performance. Classic computing has limited scalability and processing capabilities to simulate very dynamic systems. Parallel processing and quantum state entanglement in quantum computing offer a revolutionary means to complex simulations. This paper describes the theoretical framework, potential uses, and problems of implementing quantum-enhanced digital twins in metaverse environments",,Chiranji Lal Chowdhary and Abhishek Ranjan and Jyotir Moy Chatterjee and Pawan Lingras,Elsevier,
CHANG2023160,article,Yanyan Chang and Rengkui Liu and Yuanjie Tang,Segment-condition-based railway track maintenance schedule optimization,Computer-Aided Civil and Infrastructure Engineering,,38,2,160-193,2023,1093-9687,,https://doi.org/10.1111/mice.12824,https://www.sciencedirect.com/science/article/pii/S1093968726003622,,"Reasonable maintenance plans are important for ensuring safe train operation and prolonging the service life of tracks. However, previous studies on the scheduling and optimization of railway track maintenance plans possess the following limitations. First, scheduling optimization models generally operate at the planning level with months as the time units rather than at the operation scheduling level with days as the time units. Second, they fail to consider the bidirectional feedback and dynamic impact between predicted condition and maintenance scheduling. Third, actual on-site operation strategies (e.g., opportunistic and centralized maintenance) are neglected. To address these issues, this paper proposes a novel operation-level maintenance scheduling framework based on segment condition considering both opportunistic and centralized maintenance strategies. According to the problem characteristics, ae hybrid multi-objective optimization algorithm based on a quantum-behaved particle swarm optimization was designed. Furthermore, by utilizing actual practical cases, the effectiveness of the model and algorithm was verified via comparison with MOPSO, NSGA-II, NSGA-III, and Gurobi in different scenarios.",,,,
AQACHTOUL2025111897,article,Abderrahmane Aqachtoul and Khaoula Karam and Abderrahmane Elamrani and Mehdi Najib and Najat Rafalia and Mohamed Bakhouya,MQTTEEB-D: A Real-World IoT Cybersecurity Dataset for AI-Powered Threat Detection in MQTT Networks,Data in Brief,,62,,111897,2025,2352-3409,,https://doi.org/10.1016/j.dib.2025.111897,https://www.sciencedirect.com/science/article/pii/S2352340925006213,"MQTT, IoT security, Intrusion detection system, Cyber threats, Machine learning, Deep learning, Network traffic analysis, Real-time attack execution, Data preprocessing, Post-quantum cryptography, Implementation security","In this paper, we introduce the framework and its experimental design, which was used to elaborate the MQTTEEB-D dataset and to execute real-time MQTT-based attacks while collecting traffic data. The MQTTEEB-D dataset is a practical real-world data set for intrusion detection improvement in MQTT-based IoT networks. Unlike already existing datasets, which are constructed using simulated network traffic, MQTTEEB-D is obtained from a real-time IoT testbed, named MQTTEEB. Various cyberattacks, including Denial of Service (DoS), Slow DoS against Internet of Things Environments (SlowITe), Malformed Data Injection, Brute Force, and MQTT publish flooding, were carried out in real-time while allowing close monitoring of network traffic anomalies. Data was gathered using PyShark and organized into multiple CSV files. To ensure high data quality, we performed pre-processing steps, such as outlier removal, normalization, standardization, and class balance. Several processed forms of data (e.g., raw, cleaned, normalized, standardized), along with detailed metadata are also provided for being used, for instance, to develop and validate AI-driven intrusion detection models.",,,,
KRITTIWATTANAPONG2026132897,article,Jakrapong Krittiwattanapong and Rapeepan Pitakaso and Thanatkij Srichok and Surajet Khonjun and Chutchai Kaewta and Natthapong Nanthasamroeng and Ganokgarn Jirasirilerd and Peerawat Luesak and Sarayut Gonwirat and Thitinon Srisuwandee,AMIS-DynaFlow: a multi-agent deep reinforcement learning framework with quantum-inspired operators for real-time patient flow optimization in oncology centers,Expert Systems with Applications,,328,,132897,2026,0957-4174,,https://doi.org/10.1016/j.eswa.2026.132897,https://www.sciencedirect.com/science/article/pii/S0957417426018099,"Healthcare scheduling, Multi-agent reinforcement learning, QI-based optimization, Graph attention networks, Probabilistic forecasting","Oncology services face escalating operational pressure from rising patient demand, increasing treatment complexity, and persistent resource constraints, leading to prolonged waiting times, treatment delays, and staff burnout. Traditional manual or rule-based scheduling approaches are inadequate for coordinating complex multi-stage care pathways under pervasive stochasticity arising from variable service times, patient no-shows, and emergency arrivals, while simultaneously balancing conflicting objectives of efficiency, equity, and resource utilization.This study introduces AMIS-DynaFlow, a multi-agent deep reinforcement learning framework with quantum-inspired (QI) operators, integrating three methodological components: QI-based multi-objective genetic algorithms for offline Pareto baseline generation through probabilistic amplitude evolution, graph attention–based multi-agent proximal policy optimization enabling decentralized real-time adaptation with learned heterogeneous coordination, and temporal fusion transformers providing calibrated probabilistic service-time forecasts. Here, quantum-inspired refers to the use of probabilistic state representations and superposition-based sampling operators implemented within a classical computational framework, without reliance on quantum hardware or quantum circuits. The framework operates through a two-phase protocol in which offline optimization generates diverse baseline schedules, online multi-agent policies adapt to stochastic disruptions, and probabilistic forecasts bidirectionally inform both phases through closed-loop learning. Validated on a large-scale real-world oncology dataset, AMIS-DynaFlow achieves a 62.4% reduction in patient waiting time and a 58.7% reduction in total system time compared to current practice, with an additional 35.0% improvement over the strongest AI baseline. Staff workload inequality is reduced by 47.4%, while maintaining sub-100 ms online decision latency and 99.7% system uptime. A six-month clinical deployment further confirms practical effectiveness, achieving 96.4% user adoption and a 66.7% reduction in staff turnover. These findings indicate that probabilistic amplitude-based representations enhance Pareto exploration, graph attention mechanisms uncover clinically meaningful coordination structures, and calibrated uncertainty integration—rather than prediction accuracy alone—plays a critical role in enabling robust and deployable healthcare scheduling systems.",,,,
HERNANDEZSOLANA2026112289,article,Ángela Hernández-Solana and José Ruiz-Mas and María Canales and Julian Fernández-Navajas and José Ramón Gállego and Sara Ibáñez-Alloza,Practical challenges of implementing a hybrid ISS-QoSS RAN slicing in SDN WLAN networks,Computer Networks,,284,,112289,2026,1389-1286,,https://doi.org/10.1016/j.comnet.2026.112289,https://www.sciencedirect.com/science/article/pii/S1389128626003014,"IEEE 802.11 networks, Wi-Fi Slicing, Airtime management, Adaptive slice management, SDN, User role-based slicing, QoS-driven slicing","Network slicing is a key feature in 4G and 5G mobile networks and, more recently, IEEE 802.11 networks. This paper proposes a hybrid Infrastructure Sharing Slicing (ISS) and Quality of Service Sharing Slicing (QoSS) solution, adapting the Airtime Deficit Weighted Round Robin (ADWRR) scheduling. The approach ensures isolation and resource segmentation among tenants or client categories, along with fine-grained traffic differentiation, prioritization or resource isolation for various service classes within slices. It includes local adaptations of allocated partitions/portions of airtime, a.k.a. quantum, at the two levels (ISS-QoSS) to improve specific QoS requirements by modifying the natural ADWRR airtime reallocation. The RAN slicing functions are implemented and tested on a Software Defined Networking (SDN) experimental prototype using an open-source framework combining centralized and distributed components. The technical focus is on practical challenges affecting local-level implementation efficiency and feasibility.",,,,
GOVINDASAMY2026,incollection,Boopathi Raja Govindasamy,Securing IoT and sensor networks with blockchain: Architecture and implementation,,,,,,2026,0065-2458,,https://doi.org/10.1016/bs.adcom.2026.03.002,https://www.sciencedirect.com/science/article/pii/S0065245826000458,"Blockchain, Cyber-physical systems, Healthcare data security, Identity-based encryption (IBE), Internet of Things (IoT), Smart contracts, Wireless sensor networks (WSN)","The potential for Internet of Things (IoT) and sensor networks based devices to revolutionize data‑driven infrastructures in smart cities, healthcare, and industry is growing exponentially. However, as IoT and other emerging technologies expand in size and complexity, they also introduce issues related to data integrity, security, authentication, and trust management. This chapter provides an outline of how blockchain technology can serve as the foundation for securing IoT and sensor ecosystems. It includes a discussion of architectural design, implementation strategies, and case studies covering three main areas of application: healthcare monitoring, industrial automation, and smart grid systems. Performance evaluations demonstrate how blockchain‑ enhanced IoT networks minimize the challenge of data tampering, unauthorized access, and denial‑of‑service attacks, while also improving confidentiality, auditability, resilience, energy efficiency, and latency. Future directions include research on quantum‑safe blockchain, AI‑driven adaptive security, and federated interoperability across heterogeneous IoT platforms. By bridging IoT and blockchain technologies, it is possible to create added value by enabling the design of secure, transparent, and scalable infrastructures to operate in an increasingly digitized world.",,,Elsevier,Advances in Computers
ANDERSSON2022100754,article,Martin P Andersson and Mark N Jones and Kurt V Mikkelsen and Fengqi You and Seyed Soheil Mansouri,Quantum computing for chemical and biomolecular product design,Current Opinion in Chemical Engineering,,36,,100754,2022,2211-3398,,https://doi.org/10.1016/j.coche.2021.100754,https://www.sciencedirect.com/science/article/pii/S2211339821000861,,"Chemical process design has for long been benefiting from computer-aided methods and tools to develop new processes and services that can meet the needs of society. Chemical and biomolecular product design could also benefit from the use of computer-aided solution strategies and computational power to efficiently solve the problems at various scales as the complexity and size of problems grow. In this context, new modes of computation such as quantum computing are receiving increasing attention. While quantum computing has been in development for quite some time, the development of the technology to the point of making commercial use of such resources is quite recent, and still quite limited in scope. However, projections point to a rapid development of quantum computing resources becoming available to academia and industry, which opens potential application areas in chemical and biomolecular product design. With the advent of hybrid algorithms that are able to take advantage of both classical computing and quantum computing resources, as quantum computing grows, more and more problems relevant for chemical product design will become solvable. In this paper, some perspectives are given by identifying a set of needs and challenges for a selected set of opportunities, such as quantum chemistry-based property prediction, protein folding, complex multi-step chemical reactions, and molecular reaction dynamics.",,,,
ALSAFRI2025100710,article,Naher M. Alsafri and Ahmed Y. Hamed and A. Mindil and M.R. Hassan,Innovative quantum techniques for improving system performance in cloud computing,Egyptian Informatics Journal,,30,,100710,2025,1110-8665,,https://doi.org/10.1016/j.eij.2025.100710,https://www.sciencedirect.com/science/article/pii/S1110866525001033,"Quantium techniques.multi-objective, Cloud computing, Task scheduling, Genetic algorithm","Effective task scheduling is pivotal for optimizing the performance of cloud computing services, particularly to minimize execution time and enhance resource utilization. Traditional approaches often focus on single-objective metrics, such as task completion time, or fail to address the intricate interdependencies between multiple objectives. To overcome these limitations, we introduce QISPF, a novel multi-objective task scheduling algorithm that combines genetic algorithms with innovative quantum techniques. QISPF is designed to achieve an optimal task distribution by addressing key performance metrics makespan, scheduling length, throughput, resource utilization, energy consumption, and load balancing, through a unified measure known as system performance. QISPF leverages quantum techniques to enhance the traditional genetic algorithm framework by incorporating principles from quantum mechanics, such as probabilistic quantum encoding and superposition. The simulations were conducted for two cases. The first had 100 tasks and anything from 10 to 50 virtual machines. Furthermore, in the second case, there were a certain number of virtual machines (VMs), with the number of tasks ranging from 500 to 1000. The simulation results demonstrated the scheduling efficiency of QISPF compared to the G-MOTSA, ETVMC, TSACS, and ACO algorithms. QISPF offers a more powerful approach to exploring and exploiting the solution space. This novel method allows for a richer representation of potential solutions and improves the algorithm’s ability to find high-quality solutions in complex problem landscapes.",,,,
SANBLAS2025108317,article,Ernesto San-Blas and María José Cornejo and Mayamarú Guerra and Macarena Olivares and Sebastian Faundez and Brynelly Bastidas and Patricia Morales-Montero and Lorena Pizarro and Humberto Aponte and Carlos Castaneda-Alvarez and Gabriela Lankin,Where are my nematodes? labelling and visualising entomopathogenic nematodes in vivo using carbon quantum dots,Journal of Invertebrate Pathology,,211,,108317,2025,0022-2011,,https://doi.org/10.1016/j.jip.2025.108317,https://www.sciencedirect.com/science/article/pii/S0022201125000515,", Nanocrystals, Fluorescence microscopy, Animal recapture, Microarthropods, Biological control","Identifying single or groups of animals has significantly advanced our understanding of animal biology and ecology. However, labelling is extremely difficult in small animals, like soil invertebrates. Due to the complexity of current methods, the dynamics and interactions of these populations are often studied indirectly. Labelling nematodes or microarthropods such as collembolans or soil acari has been challenging due to the high cost, potential toxicity, genetic modification requirements, cellular processes interference, and photobleaching. In this scenario, no methods can be applied to large numbers of microorganisms at once due to their mentioned practical and biological limitations and cost. In this work we show that quantum carbon dots (Cdots) are effective for labelling infective juveniles (IJs) of entomopathogenic nematodes (EPNs). In in vitro assays the IJs gradually acquired fluorescence, as Cdots accumulated in the lysosome-related organelles from their intestine cells, peaking at day 14, and with no lethal or sub-lethal effects on IJs. Fluorescence was clearly distinguishable from the natural auto-fluorescence of non-labelled IJs and persisted for months in IJs transferred to water. We and non-experts easily differentiated between similar species of EPNs and between two strains of S. feltiae placed in the same matrix (soil or water). We demonstrated for the first time the feasibility of labelling large numbers of IJs (hundreds of thousands/millions) with Cdots at minimal cost without any adverse effects for over a year. Our findings could be the starting point for detailed and large-scale field investigations on nematodes and other small organisms, allowing deeper understanding of their roles in soil ecosystems. This method provides a cost-effective and reliable tool for advancing research in the ecology of soil invertebrates, such as the interactions occurring in communities or between specific organisms, movement and dispersal, population dynamics or ecosystem services in a cryptic environment difficult to study.",,,,
