ID,ENTRYTYPE,title,author,year,journal,booktitle,doi,url,keywords,month,note,abstract,issn,address,publisher,series,location,numpages,pages,isbn,articleno,number,volume,issue_date,editor
10.1145/3769302,article,Quantum Neural Network Classifier for Cancer Registry System Testing: A Feasibility Study,"Wang, Xinyi and Ali, Shaukat and Arcaini, Paolo and Veeraragavan, Narasimha Raghavan and Nyg\r{a}rd, Jan F.",2026,ACM Trans. Softw. Eng. Methodol.,,10.1145/3769302,https://doi.org/10.1145/3769302,"Quantum Neural Network Classifier, Testing, EvoMaster, Cancer Registry",April,,"With the rapid advancement of quantum computing, research on quantum machine learning (QML) algorithms has grown significantly. Among these, the Quantum Neural Network (QNN) stands out as one of the promising algorithms that integrates the principles of quantum computing with artificial neural networks to process data. Inspired by applications of QNN across fields, we investigate their use in software testing for the Cancer Registry of Norway (CRN), part of the Norwegian Institute of Public Health (NIPH), responsible for cancer statistics among the Norwegian population. CRN develops a complex socio-technical software system, Cancer Registration Support System ( (mathtt{CaReSS}) ), interacting with many entities (e.g., hospitals, medical laboratories, and other patient registries) to achieve its task. For cost-effective testing of  (mathtt{CaReSS}) , CRN has employed  (mathtt{EvoMaster}) , an AI-based REST API testing tool combined with an integrated classical machine learning model  (mathtt{EvoClass}) . Within this context, we propose  (mathtt{EvoQlass})  to investigate the feasibility of using, inside  (mathtt{EvoMaster}) , a QNN classifier, instead of the existing classical machine learning model. Results indicate that  (mathtt{EvoQlass})  can achieve performance comparable to that of  (mathtt{EvoClass}) . We further explore the effects of various QNN configurations on performance and offer recommendations for optimal QNN settings for future QNN developers.",1049-331X,"New York, NY, USA",Association for Computing Machinery,,,24,,,140,5,35,May 2026,
10.1145/3805807,article,Rethinking Services in the Quantum Age: The SOQ Paradigm,"Garcia-Alonso, Jose and Moguel, Enrique and Alvarado-Valiente, Jaime and Romero-Alvarez, Javier and Aparicio-Morales, \'{A}lvaro M. and Murillo, Juan M. and Cavero, Francisco Javier and Romero-Flores, Adri\'{a}n and Marquez-Chamorro, Alfonso E. and Parejo, Jos\'{e} Antonio and Ruiz-Cort\'{e}s, Antonio and Bisicchia, Giuseppe and Bocci, Alessandro and Brogi, Antonio",2026,ACM Trans. Softw. Eng. Methodol.,,10.1145/3805807,https://doi.org/10.1145/3805807,"Quantum Computing, Quantum Software Engineering, Service-Oriented Quantum",April,Just Accepted,"Quantum computing is rapidly progressing from theoretical promise to practical implementation, offering significant computational advantages for tasks in optimization, simulation, cryptography, and machine learning. However, its integration into real-world software systems remains constrained by hardware fragility, platform heterogeneity, and the absence of robust software engineering practices. This paper introduces Service-Oriented Quantum (SOQ), a novel paradigm that reimagines quantum software systems through the lens of classical service-oriented computing. Unlike prior approaches such as Quantum Service-Oriented Computing (QSOC), which treat quantum capabilities as auxiliary components within classical systems, SOQ positions quantum services as autonomous, composable, and interoperable entities. We define the foundational principles of SOQ, propose a layered technology stack to support its realization, a reference architecture for defining quantum services based on the good implementation of a classical service, and identify the key research and engineering challenges that must be addressed, including interoperability, hybridity, pricing models, service abstractions, and workforce development. This approach is of vital importance for the advancement of quantum technology because it enables the scalable, modular, and interoperable integration of quantum computing into real-world software systems independently and without relying on a dedicated classical environment to manage quantum processing.",1049-331X,"New York, NY, USA",Association for Computing Machinery,,,,,,,,,,
10.1145/3786150.3788611,inproceedings,Towards Quantum Software for Quantum Simulation,"Franz, Maja and Schmidbauer, Lukas and Ammermann, Joshua and Schaefer, Ina and Mauerer, Wolfgang",2026,,Proceedings of the 7th IEEE/ACM International Workshop on Quantum Software Engineering,10.1145/3786150.3788611,https://doi.org/10.1145/3786150.3788611,"Quantum Simulation, Quantum Software, MDE",,,"Quantum simulation is a leading candidate for demonstrating practical quantum advantage over classical computation, as it is believed to provide exponentially more compute power than any classical system. It offers new means of studying the behaviour of complex physical systems, for which conventionally software-intensive simulation codes based on numerical high-performance computing are used. Instead, quantum simulations map properties and characteristics of subject systems, for instance chemical molecules, onto quantum devices that then mimic the system under study.Currently, the use of these techniques is largely limited to fundamental science, as the overall approach remains tailored for specific problems: We lack infrastructure and modelling abstractions that are provided by the software engineering (SE) community for other computational domains.In this paper, we identify critical gaps in the quantum simulation software stack – particularly the absence of general-purpose frameworks for model specification, Hamiltonian construction, and hardware-aware mappings. We advocate for a modular model-driven engineering (MDE) approach that supports different types of quantum simulation (digital and analogue), and facilitates automation, performance evaluation, and reusability. Through an example from high-energy physics, we outline a vision for a quantum simulation framework capable of supporting scalable, cross-platform simulation workflows.",,"New York, NY, USA",Association for Computing Machinery,Q-SE '26,,5,50–54,9798400723834,,,,,
10.1145/3743149,article,Integration of Quantum Accelerators with High Performance Computing—A Review of Quantum Programming Tools,"Elsharkawy, Amr and To, Xiao-Ting Michelle and Seitz, Philipp and Chen, Yanbin and Stade, Yannick and Geiger, Manuel and Huang, Qunsheng and Guo, Xiaorang and Ansari, Muhammad Arslan and Mendl, Christian B. and Kranzlm\""{u}ller, Dieter and Schulz, Martin",2025,ACM Transactions on Quantum Computing,,10.1145/3743149,https://doi.org/10.1145/3743149,"High-performance computing, hybrid quantum–classical software, HPCQC integration",July,,"Quantum computing (QC) introduces a novel mode of computation with the possibility of greater computational power that remains to be exploitedpresenting exciting opportunities for high-performance computing (HPC) applications. However, recent advancements in the field have made clear that QC does not supplant conventional HPC, but can rather be incorporated into current heterogeneous HPC infrastructures as an additional accelerator, thereby enabling the optimal utilization of both paradigms. The desire for such integration significantly affects the development of software for quantum computers, which in turn influences the necessary software infrastructure. To date, previous review articles have investigated various quantum programming tools (QPTs) (such as languages, libraries, frameworks) in their ability to program, compile, and execute quantum circuits. However, the integration effort with classical HPC frameworks or systems has not been addressed. This study aims to characterize existing QPTs from an HPC perspective, investigating if existing QPTs have the potential to be efficiently integrated with classical computing models and determining where work is still required. This work structures a set of criteria into an analysis blueprint that enables HPC scientists to assess whether a QPT is suitable for a high-performance computing quantum computing (HPCQC) environment.",,"New York, NY, USA",Association for Computing Machinery,,,46,,,24,3,6,September 2025,
10.1145/3769694.3771143,inproceedings,Addressing the “C” in SIGCITE: High-quality and Free Cyber Curricula,"Tang, Cara and West, Tobi and Taylor, Blair and Kaza, Siddharth",2025,,Proceedings of the 26th ACM Annual Conference on Cybersecurity & Information Technology Education,10.1145/3769694.3771143,https://doi.org/10.1145/3769694.3771143,"CLARK, Cybersecurity curriculum, artificial intelligence, emerging topics, quantum computing, secure coding",,,"Educators seeking high-quality, standards-aligned cybersecurity curriculum now have access to a growing library of over 1,900 free learning objects built by faculty on the CLARK library (www.clark.center). Developed through the NSA NCAE-C–funded Cybersecurity Curriculum Task Force, this national initiative offers open content in areas such as Reverse Engineering, Autonomous Vehicle Security, Zero Trust, Secure Software Development, Quantum Cryptography, Cyber Laws, and more. Formed to create a scalable, sustainable model for cybersecurity curriculum development, the Task Force has completed a national curriculum reconnaissance, gap analysis, and the production of high-impact instructional materials. In 2024, Task Force 2.0 launched to expand this work, with new content underway in Artificial Intelligence, Programming in Rust, Cyber Operations, and Quantum Computing. All materials align to national frameworks such as the NSA CAE Knowledge Units (KUs), ACM guidelines, the DOD Cyber Workforce Framework (DCWF), and the NICE Workforce Framework, allowing institutions to integrate them directly into programs and support designation and accreditation efforts. This lightning talk will introduce the structure and output of both Task Force phases, preview upcoming content, and share practical ways faculty can use and adapt these materials to enhance student learning, expand course offerings, and advance cybersecurity education at their institutions.",,"New York, NY, USA",Association for Computing Machinery,SIGCITE '25,,2,296–297,9798400722400,,,,,
10.1145/3672608.3707725,inproceedings,Advancing Quantum Software Engineering: A Vision of Hybrid Full-Stack Iterative Model,"Khan, Arif and Taibi, Davide and M. Perrault, C\'{e}cile and Akbar, Muhammad Azeem",2025,,Proceedings of the 40th ACM/SIGAPP Symposium on Applied Computing,10.1145/3672608.3707725,https://doi.org/10.1145/3672608.3707725,"quantum computing, quantum software engineering, hybrid quantum software development",,,"This paper introduces a vision for Quantum Software Development lifecycle, proposing a hybrid full-stack iterative model that integrates quantum and classical computing. Addressing the current challenges in Quantum Computing (QC) such as the need for integrating diverse programming languages and managing the complexities of quantum-classical systems, this model is rooted in the principles of DevOps and continuous software engineering. It presents a comprehensive lifecycle for quantum software development, encompassing quantum-agnostic coding, testing, deployment, cloud computing services, orchestration, translation, execution, and interpretation phases. Each phase is designed to accommodate the unique demands of QC, enabling traditional software developers to engage with QC environments without needing in-depth QC expertise. The paper presents a detailed implementation roadmap, utilizing a range of existing tools and frameworks, thereby making quantum software development more accessible and efficient. The proposed model not only addresses current challenges in quantum software development but also makes a substantial contribution to the field of Quantum Software Engineering (QSE). By proposing a structured and accessible model, it sets the stage for further advancements and research in QSE, enhancing its practicality and relevance in a wide range of applications.",,"New York, NY, USA",Association for Computing Machinery,SAC '25,"Catania International Airport, Catania, Italy",5,1444–1448,9798400706295,,,,,
10.1145/3650212.3652120,inproceedings,UPBEAT: Test Input Checks of Q# Quantum Libraries,"Hu, Tianmin and Ye, Guixin and Tang, Zhanyong and Tan, Shin Hwei and Wang, Huanting and Li, Meng and Wang, Zheng",2024,,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,10.1145/3650212.3652120,https://doi.org/10.1145/3650212.3652120,"Fuzzing, Quantum computing, Software testing",,,"High-level programming models like Q# significantly simplify the complexity of programming for quantum computing. These models are supported by a set of foundation libraries for code development. However, errors can occur in the library implementation, and one common root cause is the lack of or incomplete checks on properties like values, length, and quantum states of inputs passed to user-facing subroutines. This paper presents Upbeat, a fuzzing tool to generate random test cases for bugs related to input checking in Q# libraries. Upbeat develops an automated process to extract constraints from the API documentation and the developer implemented input-checking statements. It leverages open-source Q# code samples to synthesize test programs. It frames the test case generation as a constraint satisfaction problem for classical computing and a quantum state model for quantum computing to produce carefully generated subroutine inputs to test if the input-checking mechanism is appropriately implemented. Under 100 hours of automated test runs, Upbeat has successfully identified 16 bugs in API implementations and 4 documentation errors. Of these, 14 have been confirmed, and 12 have been fixed by the library developers.",,"New York, NY, USA",Association for Computing Machinery,ISSTA 2024,"Vienna, Austria",13,186–198,9798400706127,,,,,
10.1145/3773656.3773658,inproceedings,Integrating Quantum Software Tools with(in) MLIR,"Hopf, Patrick and Ochoa, Erick and Stade, Yannick and Rovara, Damian and Quetschlich, Nils and Florea, Ioan Albert and Izaac, Josh and Wille, Robert and Burgholzer, Lukas",2026,,Proceedings of the Supercomputing Asia and International Conference on High Performance Computing in Asia Pacific Region,10.1145/3773656.3773658,https://doi.org/10.1145/3773656.3773658,"quantum software development, quantum compilation, intermediate representation, software stack, MLIR.",,,"Compilers transform code into action: They convert high-level programs into executable hardware instructions—a crucial step in enabling reliable and scalable quantum computation. However, quantum compilation is still in its infancy, and many existing solutions are ad hoc, often developed independently and from scratch. The resulting lack of interoperability leads to significant missed potential, as quantum software tools remain isolated and cannot be seamlessly integrated into cohesive toolchains. The Multi-Level Intermediate Representation (MLIR) has addressed analogous challenges in the classical domain. It was developed within the LLVM project, which has long powered robust software stacks and enabled compilation across diverse software and hardware components, with particular importance in high-performance computing environments. However, MLIR’s steep learning curve poses a significant barrier to entry, particularly in quantum computing, where much of the software stack is still predominantly built by experimentalists out of necessity rather than by experienced software engineers. This paper provides a practical and hands-on guide for quantum (software) engineers to overcome this steep learning curve. Through a concrete case study linking Xanadu’s PennyLane framework with the Munich Quantum Toolkit (MQT), we outline actionable integration steps, highlight best practices, and share hard-earned insights from real-world development. This work aims to support quantum tool developers in navigating MLIR’s complexities and to foster its adoption as a unifying bridge across a rapidly growing ecosystem of quantum software tools, ultimately guiding the development of more modular, interoperable, and integrated quantum software stacks.",,"New York, NY, USA",Association for Computing Machinery,SCA/HPCAsia '26,,13,42–54,9798400720673,,,,,
10.1145/3691620.3695275,inproceedings,Quantum Program Testing Through Commuting Pauli Strings on IBM's Quantum Computers,"Muqeet, Asmar and Ali, Shaukat and Arcaini, Paolo",2024,,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,10.1145/3691620.3695275,https://doi.org/10.1145/3691620.3695275,"software testing, test oracle, quantum computing, pauli strings",,,"The most promising applications of quantum computing are centered around solving search and optimization tasks, particularly in fields such as physics simulations, quantum chemistry, and finance. However, the current quantum software testing methods face practical limitations when applied in industrial contexts: (i) they do not apply to quantum programs most relevant to the industry, (ii) they require a full program specification, which is usually not available for these programs, and (iii) they are incompatible with error mitigation methods currently adopted by main industry actors like IBM. To address these challenges, we present QOPS, a novel quantum software testing approach. QOPS introduces a new definition of test cases based on Pauli strings to improve compatibility with different quantum programs. QOPS also introduces a new test oracle that can be directly integrated with industrial APIs such as IBM's Estimator API and can utilize error mitigation methods for testing on real noisy quantum computers. We also leverage the commuting property of Pauli strings to relax the requirement of having complete program specifications, making QOPS practical for testing complex quantum programs in industrial settings. We empirically evaluate QOPS on 194,982 real quantum programs, demonstrating effective performance in test assessment compared to the state-of-the-art with a perfect F1-score, precision, and recall. Furthermore, we validate the industrial applicability of QOPS by assessing its performance on IBM's three real quantum computers, incorporating both industrial and open-source error mitigation methods.",,"New York, NY, USA",Association for Computing Machinery,ASE '24,"Sacramento, CA, USA",12,2130–2141,9798400712487,,,,,
10.1145/3719027.3765564,inproceedings,Addressing Vulnerabilities and Opacities in Quantum Service Providers,"Roy, Rupshali",2025,,Proceedings of the 2025 ACM SIGSAC Conference on Computer and Communications Security,10.1145/3719027.3765564,https://doi.org/10.1145/3719027.3765564,"forensics of quantum computing, quantum computing, security of quantum computing",,,"There is a steady growth in research and demand for real quan- tum hardware in the Noisy Intermediate-Scale Quantum (NISQ) era of quantum computing. This prompts many third-party cloud providers to set up quantum hardware as a service that includes a wide range of qubit technologies and architectures to maximize performance at minimal cost. Quantum circuits submitted to these services are the fruits of the efforts invested by the designers. But these third-party cloud compilers (who offer more efficient alter- natives to established compilers) can make user circuits/programs vulnerable to various security breaches. Communication channels for transmitting quantum information also need to be developed such that there is end to end encryption. There is little to no visibil- ity on where the execution of the circuit is actually taking place. The success of the user program is highly reliant on the backend that was used for execution. Besides, the third-party provider and/or tools (e.g., hardware mapper and allocator) may be untrustworthy and execute the quantum circuits on less efficient and more error- prone hardware to conserve resources and maximize profit. These vulnerabilities in the quantum system could leak confidential data, cause loss of intellectual property rights of designers, cause loss of access control, corrupt user programs et cetera. Thus, it is imper- ative to identify these security vulnerabilities and create defense strategies to protect quantum programs, thus helping to maintain the integrity of quantum information across the software stack. My thesis aims to help address these vulnerabilities and opacities and address them.",,"New York, NY, USA",Association for Computing Machinery,CCS '25,"Taipei, Taiwan",3,4845–4847,9798400715259,,,,,
10.1145/3770762.3772573,inproceedings,PQCIP: A Post-Quantum Cryptography Educational Program for Cybersecurity Professionals,"Steinfeld, Ron and Esgin, Muhammed F. and Jagganath, Nikai and Sakzad, Amin and Rudolph, Carsten and Boorman, James",2026,,Proceedings of the 57th ACM Technical Symposium on Computer Science Education V.1,10.1145/3770762.3772573,https://doi.org/10.1145/3770762.3772573,"authentic, industry education, post-quantum cryptography",,,"In 2023, the National Institute of Standards and Technology (NIST) announced its post-quantum cryptography (PQC) standards; CRYSTALS-Dilithium, Falcon and SPHINCS+ as digital signatures and CRYSTALS-Kyber as the key-encapsulation mechanism (KEM) (or put simply, encryption). These PQC standards are to replace today's quantum-vulnerable cryptography algorithms, currently securing digital systems, to protect against emerging quantum computing threats. One of the main challenges in transitioning into such standards is to educate the current and future IT/Cybersecurity workforce about PQC, particularly around the practical aspects. In particular, the original proposers of the selected algorithms only provided the reference (and optimized) software implementations of them. The final NIST standard specifications will only be equipped with mathematical explanations and test vectors. Hence, there are not many custom-designed educational content, assessment, and practical tools for PQC. In this experience paper, we introduce and discuss our PQC educational program, PQCIP, targeted at industry and governmental IT/Cybersecurity professionals. PQCIP has significantly contributed to its participants' learning and engagement by providing tailored high-quality content, hands-on assessments, and strategic planning, making them ready to develop evaluated transition plans for their organizations and/or governments. We have also created custom software interfaces for CRYSTALS-Kyber, the NIST PQC standard for KEM. Using the developed interface along with Open Quantum Safe (OQS) software library for OpenSSL, we bridge a gap in available educational tools for PQC training. This tool has been shown to enhance the participants' understanding of PQC's practical applications and improve their engagement with highly technical cryptographic contents.",,"New York, NY, USA",Association for Computing Machinery,SIGCSE TS 2026,USA,7,1026–1032,9798400722561,,,,,
