citation_key,entry_type,author,title,journal,booktitle,volume,number,pages,year,issn,isbn,doi,url,keywords,abstract,note,address,edition,editor,publisher,series
ARVINDHAN2025409,incollection,M. Arvindhan,Chapter Sixteen - The challenges and concerns of quantum computing,,Post-Quantum Cryptography Algorithms and Approaches for IoT and Blockchain Security,138,,409-426,2025,0065-2458,,https://doi.org/10.1016/bs.adcom.2025.03.006,https://www.sciencedirect.com/science/article/pii/S0065245825000403,"Quantum walks, Quantum algorithms, Quantum computing, Quantum and classical simulation of quantum systems","We will also go over the fundamental ideas behind quantum computing as well as the distinctive qualities that quantum computers possess in contrast to their classical analogues. An illustration that makes use of open platform tools is made available as a first phase for going to ground into the different frontier of processing quantum computers for both the purpose of resolving issues pertaining to system optimization. This is presented alongside a variety of hardware architecture descriptions of two quantum systems that are currently on the market for commercial purchase. A discussion is also held impact on the trade seen between attributes among these two quantum architectures. Energy infrastructure optimization is a difficult problem for the majority of the algorithms that are presently available because of the complicated nature of distributed generators, which is due to their configuration and the substantial majority of performance and operational constraints. Classical algorithms, which have been incorporated on traditional CPU-based computers, and quantum algorithms, which have been realized on quantum computing hardware, are used to resolve conflicts that fall within the definition of energy systems optimization. These problems include facility location appropriation for energy systems infrastructure development, production planning of electric power systems operations, and heat exchanger network synthesis. The concepts, deployment, and outcomes of these projects are discussed. In furthermore to that, this paper discusses the limitations of quantum computers that are currently available, as well as their significant potential to have an effect on the regarding energy equipment includes.",,,,Pethuru Raj and Kavita Saini and Brij B. Gupta,Elsevier,Advances in Computers
MIRANDARODRIGUEZ2026102507,article,Pablo Miranda-Rodríguez and Eneko Osaba,QOPTec: a modular platform for benchmarking quantum algorithms through combinatorial optimization problems,SoftwareX,,33,,102507,2026,2352-7110,,https://doi.org/10.1016/j.softx.2026.102507,https://www.sciencedirect.com/science/article/pii/S2352711026000014,"Benchmarking, Quantum computing, Quantum annealing, Combinatorial optimization, Hybrid algorithms","Combinatorial optimization is a critical field in many applications that remains challenging due to its general computational complexity. Quantum computing is believed to be a promising alternative to classical methods to solve these types of problems. We introduce QOPTec, a Python library for benchmarking optimization problems using quantum or hybrid solvers. QOPTec offers a simple, extensible framework for reproducible evaluation of solver performance. By enabling integration of new problems and algorithms, the tool aims to lower the entry barrier to quantum optimization and supports systematic studies of different solver approaches, helping assess their practical potential as quantum technologies evolve.",,,,,,
RAN2026105749,article,Maoliang Ran and Yanru Chen and Gary G. Yen and Zongcheng Zhang and M.I.M. Wahab,Solving dynamic crowdsourcing delivery problem considering flexible load capacity with deep reinforcement learning,Transportation Research Part C: Emerging Technologies,,190,,105749,2026,0968-090X,,https://doi.org/10.1016/j.trc.2026.105749,https://www.sciencedirect.com/science/article/pii/S0968090X26002378,"Dynamic crowdsourcingdelivery, Deep Q-learning, Flexible load capacity strategy, Loading coefficient, Hybrid adaptive large neighborhood search","The use of crowdsourced solutions, where occasional drivers provide their services through online crowdsourcing platforms (OCPs), is gaining significant attention in the industry. This study addresses a dynamic crowdsourcing delivery problem (DCDP) characterized by the real-time arrival of orders and crowdsourced vehicles. To mitigate future supply-demand mismatches and maximize the OCP’s total gain over the entire planning horizon, we propose a flexible load capacity strategy—the first to investigate dynamic capacity utilization under uncertainty. This strategy adjusts vehicle capacity constraints using a dynamic loading coefficient to strategically balance immediate utilization against future vehicle availability through penalty-based capacity adjustments. To operationalize this flexible strategy, we develop a co-designed learning-optimization framework: deep Q-learning enhanced hybrid adaptive large neighborhood search (DQLHA). The DQLHA incorporates an offline Transformer-deep neural network hybrid that learns optimal loading coefficients during training. To address the high-dimensional state space complexity, this study engineers a compact set of spatiotemporal features that aggregate the essential dynamics of DCDP from the raw system state. Additionally, the DQLHA incorporates an online runtime-efficient hybrid adaptive large neighborhood search algorithm. This component simultaneously optimizes crowdsourced vehicle-customer assignments and generates near-optimal routing solutions while embedding the loading coefficient as a soft constraint. Experimental results demonstrate that the proposed algorithm achieves an average improvement of 5.29% to 42.6% in total gain for the OCP compared to seven other comparative algorithms, showcasing its superior efficacy. Furthermore, our findings highlight the algorithm’s robustness across varying problem sizes, degrees of dynamism, temporal and spatial distributions, and decision-making frequencies. Moreover, we verify that the proposed framework can be effectively extended to dynamic crowdsourcing delivery scenarios with heterogeneous crowdsourced vehicles and multiple depots.",,,,,,
LI2025525,article,Yongzhi Li and Erming He and Chunping Zhou and Cong Zhang and Junfeng Shi and Juncheng Shu and Han Zhou and Pengfei Xiao,A data-driven framework for multi-parameter thermal model updating via adaptive surrogate modelling and hybrid algorithm: Application to aerospace multi-layer insulation structures,Acta Astronautica,,235,,525-553,2025,0094-5765,,https://doi.org/10.1016/j.actaastro.2025.06.032,https://www.sciencedirect.com/science/article/pii/S0094576525003844,"Model updating, Adaptive surrogate modeling, Insulation structure, Thermal surrogate model, Hybrid algorithm","The thermal performance of hypersonic vehicle multi-layer insulation (MLI) structures plays a crucial role in ensuring the operational safety of onboard equipment. However, achieving rapid and accurate thermal model updating for MLI structures remains a formidable challenge. To address this, a highly efficient, adaptive surrogate-based optimization framework for updating thermal parameters is proposed, which combines the correlation between numerical simulations and experimental data with data-driven surrogate modeling. Through an average sensitivity method, the most critical thermal parameters are identified and utilized as inputs for surrogate models. The discrepancies between simulated and experimental temperatures at only a few time points are used to formulate an objective function, which is minimized using a hybrid optimization algorithm with constraints ensuring the physical validity of the updated thermal parameters. Furthermore, a core component of this framework is an adaptive sampling strategy, which facilitates sequential surrogate modeling to progressively refine predictive accuracy near the optimal solution. The resulting updated thermal parameters yield simulated transient temperature profiles that closely match experimental data, which demonstrates the feasibility and validity of the proposed approach. Notably, numerical and experimental studies involving varying numbers of thermal updating parameters indicate that, compared to traditional static surrogate-based methods, the proposed framework achieves superior accuracy with significantly smaller datasets. This highlights the exceptional accuracy and efficiency of the proposed framework, marking it as a substantial advancement in thermal model updating for aerospace structures and a valuable reference for blunted-nose cones.",,,,,,
GHEORGHIU2025107480,article,Vlad Gheorghiu and Michele Mosca,Quantum resource estimation for large scale quantum algorithms,Future Generation Computer Systems,,162,,107480,2025,0167-739X,,https://doi.org/10.1016/j.future.2024.107480,https://www.sciencedirect.com/science/article/pii/S0167739X24004308,"Quantum computing, Quantum algorithms, Quantum error correction, Cryptanalysis","Quantum algorithms are often represented in terms of quantum circuits operating on ideal (logical) qubits. However, the practical implementation of these algorithms poses significant challenges. Many quantum algorithms require a substantial number of logical qubits, and the inherent susceptibility to errors of quantum computers require quantum error correction. The integration of error correction introduces overhead in terms of both space (physical qubits required) and runtime (how long the algorithm needs to be run for). This paper addresses the complexity of comparing classical and quantum algorithms, primarily stemming from the additional quantum error correction overhead. We propose a comprehensive framework that facilitates a direct and meaningful comparison between classical and quantum algorithms. By acknowledging and addressing the challenges introduced by quantum error correction, our framework aims to provide a clearer understanding of the comparative performance of classical and quantum computing approaches. This work contributes to understanding the practical viability and potential advantages of quantum algorithms in real-world applications. We apply our framework to quantum cryptanalysis, since it is well known that quantum algorithms can break factoring and discrete logarithm based cryptography and weaken symmetric cryptography and hash functions. In order to estimate the real-world impact of these attacks, apart from tracking the development of fault-tolerant quantum computers it is important to have an estimate of the resources needed to implement these quantum attacks. This analysis provides state-of-the art snap-shot estimates of the realistic costs of implementing quantum attacks on these important cryptographic algorithms, assuming quantum fault-tolerance is achieved using surface code methods, and spanning a range of potential error rates. These estimates serve as a guide for gauging the realistic impact of these algorithms and for benchmarking the impact of future advances in quantum algorithms, circuit synthesis and optimization, fault-tolerance methods and physical error rates.",,,,,,
S2026100961,article,Balamurali .S and SatheeshKumar Palanisamy and N. Sathishkumar and Maha Abdelhaq,"An Evolutionary Tri-Hybrid Compressive Sensing Framework for Energy, Memory, and Stability Optimization in Wireless Sensor Networks",Egyptian Informatics Journal,,34,,100961,2026,1110-8665,,https://doi.org/10.1016/j.eij.2026.100961,https://www.sciencedirect.com/science/article/pii/S1110866526000782,"Compressive sensing, Wireless sensor networks, Tri-hybrid algorithm, Packet delivery ratio, Peak Signal-To-Noise Ratio","To bridge the gap between energy efficiency, memory utilization, and communication stability in dense Wireless Sensor Networks, a unified hybrid optimization framework is proposed. This work introduces an Evolutionary Tri-Hybrid Compressive Sensing Framework for Energy, Memory, and Stability Optimization in Wireless Sensor Networks (ETCS-EMS). This proposed approach integrates Particle Swarm Optimization, Artificial Bee Colony, and Firefly Algorithm with Compressive Sensing to achieve efficient clustering and data reduction simultaneously. Simulation results demonstrate that ETCS-EMS significantly enhances network performance across multiple dimensions. Energy efficiency improves by 61%, while the overall network lifetime extends by 39% compared to the non-CS baseline. Memory usage per node is reduced by 29%, and the framework achieves a compression ratio of 2.4×, leading to more than 67% reduction in raw data transmission volume. In terms of data fidelity, the proposed method records an 18% improvement in PSNR, ensuring better signal reconstruction at the sink. Communication reliability also improves, with the Packet Delivery Ratio increasing by 9.3%, while end-to-end delay reduces by 22%, supporting real-time responsiveness. These results confirm that the combination of hybrid evolutionary clustering with CS not only prolongs WSN lifetime but also reduces memory burden, enhances reconstruction quality, and stabilizes network communication. Thus, ETCS-EMS provides a scalable and energy-conscious framework for next-generation WSN and IoT applications requiring both efficiency and reliability.",,,,,,
ZHANG2025116867,article,Lexin Zhang and Zhiyu Jie and Zhong-Xian Li and Wei Lu and Hao Zheng and Wanzhen Wang,Intelligent recognition and measurement for fatigue cracks in orthotropic steel decks: A comparative study of algorithms,Measurement,,247,,116867,2025,0263-2241,,https://doi.org/10.1016/j.measurement.2025.116867,https://www.sciencedirect.com/science/article/pii/S026322412500226X,"Crack identification, Machine learning, Deep learning, Hybrid algorithms, Algorithm evaluation, Crack measurement","Orthotropic steel bridge decks are highly susceptible to fatigue cracking under cyclic loading. To overcome the limitations in precision and efficiency of existing crack identification technologies, this study systematically analyzed the performance of four traditional machine learning algorithms, twelve deep learning algorithms, and forty-eight hybrid algorithms with various combinations in the task of fatigue crack image recognition. An innovative comprehensive evaluation method was proposed to assess these algorithms. It integrated an intelligent crack image recognition method with an automatic crack measurement technology to design an application. The results indicate that the combination of deep learning algorithms with K-Nearest Neighbors (KNN) or Support Vector Machines (SVM) algorithms significantly enhances recognition precision and efficiency. Among all the algorithms tested, the ResNet-101+SVM hybrid algorithm achieved the highest score of 98.88, with a final test set accuracy of 98.95 %, a transfer recognition rate of 95.97 %, and a training time of only 20.15 s, demonstrating excellent stability. Furthermore, it has successfully developed a low-cost and high-precision crack measurement technology, capable of controlling measurement errors within 2 %. It offers an efficient and reliable tool for intelligent detection and assessment of fatigue cracks in orthotropic steel bridge decks for engineers and researchers.",,,,,,
HA202519423,article,Jong-Kwon Ha and Ryan J. MacDonell,Analog quantum simulation of coupled electron-nuclear dynamics in molecules,Chemical Science,,16,41,19423-19435,2025,2041-6520,,https://doi.org/10.1039/d5sc04076k,https://www.sciencedirect.com/science/article/pii/S2041652025015159,,"Quantum computing has the potential to reduce the computational cost required for quantum dynamics simulations. However, existing quantum algorithms for coupled electron-nuclear dynamics simulation either require fault-tolerant devices, or involve the Born–Oppenheimer (BO) approximation and pre-calculation of electronic states on classical computers. We present the first quantum simulation approach for molecular vibronic dynamics in a pre-BO framework with an analog mapping of nuclear degrees of freedom, i.e. without the separation of electrons and nuclei, by mapping the molecular Hamiltonian to a device with coupled qubits and bosonic modes. We perform a proof-of-principle emulation of our ansatz using a single-mode model system which represents vibronic dynamics of chemical systems, such as nonadiabatic charge transfer involving polarization of the medium, and propose an implementation of our approach on a trapped-ion device. We show that our approach has exponential savings in resource and computational costs compared to the equivalent classical algorithms. Furthermore, our approach has a much smaller resource and implementation scaling than the existing pre-BO quantum algorithms for chemical dynamics. The low cost of our approach will enable an exact treatment of electron-nuclear dynamics on near-term quantum devices.",,,,,,
ZHOU2025112567,article,Shichen Zhou and Xu Guo and Jian-tao Zhou,A Modeling approach based on Coloured Petri Nets for Quantum algorithm,Journal of Systems and Software,,230,,112567,2025,0164-1212,,https://doi.org/10.1016/j.jss.2025.112567,https://www.sciencedirect.com/science/article/pii/S0164121225002365,"Quantum computing, Deutsch algorithm, Quantum properties, Quantum gate operations, Coloured Petri Nets(CPN)","Verifying the correctness of quantum algorithms and reducing the understanding threshold are important parts of quantum computing. Formal methods, as effective techniques, are increasingly being focused on for these purpose. Given the superposition and entanglement of quantum algorithms, reasonably and intuitively formalizing them is a big challenge. In our work, Coloured Petri Nets (CPN), a sophisticated extension of Petri nets, are harnessed to represent the quantum states in the Hilbert space, the formal approach based on CPN for quantum algorithms is proposed in this paper. Then, the process of constructing a CPN quantum model is demonstrated using the modeling of the Deutsch algorithm, simulations of the algorithm are conducted within the model, with intermediate quantum states being recorded, and the simulation results subsequently analyzed. The quantum properties of Deutsch algorithm such as superposition and entanglement among quantum states can be formalized reasonably, demonstrating the rationality and effectiveness of the model in this paper. Finally, this paper verifies the model’s capability in modeling complex-valued operations of entangled qubits through the construction of a simple circuit.",,,,,,
WANG2026106726,article,Yu’ao Wang and Tong Yang and Zhixin Yang and Ming Li and Yongchun Fang and Ning Sun,A hybrid echo state network-based fully actuated system approach for antagonistic PAM-actuated robotic arms under external disturbances,Control Engineering Practice,,168,,106726,2026,0967-0661,,https://doi.org/10.1016/j.conengprac.2025.106726,https://www.sciencedirect.com/science/article/pii/S0967066125004873,"Pneumatic artificial muscles (PAMs), Fully actuated system (FAS) approach, Motion control, Robot control, Intelligent control","Pneumatic artificial muscle (PAM)-actuated robots always exhibit notable compliance and satisfactory human-robot interaction performance, while also suffering from complex nonlinear behaviors such as hysteresis and creep, and are highly susceptible to external disturbances. To this end, in this paper, an adaptive controller based on the fully actuated system (FAS) approach is proposed for antagonistic PAM-actuated robotic arms to achieve precise motion control without accurate system models, while maintaining strong robustness against environmental uncertainties. First, an echo state network (ESN) is elaborately integrated to estimate the systems’ unknown dynamics in real time. Then, a super-twisting extended state observer (STESO) utilizing ESN-generated information is designed to further compensate for external disturbances. Under the high-order sliding mode control framework based on FAS approaches, the plant nonlinearities are compensated by the STESO-ESN hybrid algorithm, thereby transforming the system into a closed-loop linear form. As a result, the closed-loop dynamics are flexibly shaped through pole placement, to realize high-precision trajectory tracking. Finally, a rigorous Lyapunov-based stability analysis is provided, and a series of experiments are conducted on a self-built experimental platform to validate the effectiveness of the proposed method.",,,,,,
SUN2026101108,article,Hongxia Sun and Zhiping Shi and Shanyan Chen and Guohui Wang and Ximeng Li and Yong Guan,Formal reasoning about Bernstein-Vazirani algorithm,Journal of Logical and Algebraic Methods in Programming,,149,,101108,2026,2352-2208,,https://doi.org/10.1016/j.jlamp.2025.101108,https://www.sciencedirect.com/science/article/pii/S2352220825000744,"Bernstein-Vazirani algorithm, Theorem prover, Quantum algorithm, Formal verification","As a basic quantum algorithm, the Bernstein-Vazirani algorithm is based on the principles of superposition in quantum mechanics, demonstrating superior efficiency over classical computation in finding hidden strings. Due to the high complexity of quantum mechanics, the correctness of quantum algorithms is difficult to guarantee through traditional simulation methods. By contrast, the Bernstein-Vazirani algorithm’s fundamental concepts and mathematical structures can be formalized into logical expressions and verified by higher-order logical reasoning. In this paper, we formally model and verify the Bernstein-Vazirani algorithm in the HOL Light theorem prover. Meanwhile, to indicate the practical significance of our work, we analyze two realistic scenarios, the error correction in quantum key distribution and image encryption and decryption.",,,,,,
HOSEINI2026200519,article,Farnaz Hoseini and Masume Kheyri and Milad Ahmadi-Gharehtoragh and Shohreh Shamlou,A hybrid whale–genetic optimization framework for multi-level image thresholding based on Otsu’s criterion,Systems and Soft Computing,,9,,200519,2026,2772-9419,,https://doi.org/10.1016/j.sasc.2026.200519,https://www.sciencedirect.com/science/article/pii/S2772941926000827,"Multi-level image thresholding, Metaheuristic optimization, Hybrid algorithm, Whale Optimization Algorithm (WOA), Genetic Algorithm (GA), Otsu’s method","Multi-level image thresholding (MLT) is a fundamental segmentation task, but its computational cost grows exponentially with the number of thresholds, rendering exhaustive search methods like Otsu’s criterion infeasible. While metaheuristic algorithms offer efficient alternatives, standalone approaches often struggle with premature convergence, especially at higher threshold levels. This study introduces a hybrid framework, WOA–GA, that synergistically combines the global exploration capabilities of the Whale Optimization Algorithm (WOA) with the local refinement strengths of the Genetic Algorithm (GA). The proposed method employs a periodic hybridization strategy, where GA operators are activated at predefined intervals within WOA’s optimization process to refine promising solutions and prevent stagnation. The framework’s performance was rigorously evaluated on four benchmark images from the Berkeley Segmentation Dataset (BSDS500), selected for their diverse structural characteristics. For threshold levels ranging from K=2 to 5, WOA–GA consistently outperformed several state-of-the-art metaheuristics across 30 independent runs. For instance, on the complex “Baboon” image at K=5, WOA–GA achieved a superior objective value of 1792.4 ± 11.8, compared to 1722.6 ± 34.6 for a strong competitor like SS-ACO. Statistical validation using the non-parametric Wilcoxon signed-rank test confirmed that these performance gains are statistically significant. The results demonstrate that the WOA–GA framework is a robust, reliable, and effective solution for grayscale multi-level image thresholding.",,,,,,
