Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Solving the Privacy and Security Challenge Using ZKP: Its Positive Impact on the Economy,Information and Cyber Security,,,,10.1007/978-3-032-09660-9_5,Sthembile NtshangaseKedimotse BaruniSiphelele MyakaOyena Mahlasela,2026,https://link.springer.com/chapter/10.1007/978-3-032-09660-9_5,Conference paper
AI-Powered Malware Analysis in Military Cybersecurity: A Deep Learning Approach,Cybersecurity and Artificial Intelligence Strategies,,,,10.1007/978-3-032-07244-3_10,Zaid Ali HusseinOmer Abdulhaleem Naser,2026,https://link.springer.com/chapter/10.1007/978-3-032-07244-3_10,Conference paper
How Can LLM Improve Efficiency of C4ISR?,Artificial Intelligence for Global Security,,,,10.1007/978-3-031-96522-7_1,Dominique VerdejoEunika Mercier Laurent,2025,https://link.springer.com/chapter/10.1007/978-3-031-96522-7_1,Conference paper
A Framework for&#xa0;Supporting PET Selection Based on&#xa0;GDPR Principles,"Availability, Reliability and Security",,,,10.1007/978-3-032-00624-0_1,Sebastian PapeAnis BkakriaBadreddine ChahMaurice HeymannSarah Syed-Winkler,2025,https://link.springer.com/chapter/10.1007/978-3-032-00624-0_1,Conference paper
Blockchain from the Angle of Technology Managers. Insights Deriving from Literature,Information Systems,,,,10.1007/978-3-031-81322-1_13,Nikolaos FeloutzisGeorgios Lekakos,2025,https://link.springer.com/chapter/10.1007/978-3-031-81322-1_13,Conference paper
Fintech: Artificial Intelligence and Machine Learning Leverage,Financial Technology,,,,10.1007/978-981-96-3811-6_1,Jaber Jemai,2025,https://link.springer.com/chapter/10.1007/978-981-96-3811-6_1,Conference paper
The Effectiveness of the Tools Used in Risk Management Regarding the Security of Local Military Networks,Artificial Intelligence and Machine Learning,,,,10.1007/978-3-031-79086-7_33,Claudia CârsteaVlad-Sebastian Angheluță,2025,https://link.springer.com/chapter/10.1007/978-3-031-79086-7_33,Conference paper
6G-Enabled Network Security in Drone Technology: Revolutionizing Communications and Enhancing Security Applications,Nordic e-Infrastructure Tomorrow,,,,10.1007/978-3-031-86240-3_3,Sabiul IslamAndrew KaramAdda BoualemKhaja Valli PathanAhmed F. SayedAtta-ur Rahman,2025,https://link.springer.com/chapter/10.1007/978-3-031-86240-3_3,Conference paper
An Architecture of&#xa0;Adaptive Cognitive Digital Twins for&#xa0;Resilient Healthcare Infrastructures and&#xa0;Services,Secure and Resilient Digital Transformation of Healthcare,,,,10.1007/978-3-031-85558-0_1,Shouhuai XuSandeep PirbhulalHabtamu Abie,2025,https://link.springer.com/chapter/10.1007/978-3-031-85558-0_1,Conference paper
Financial Security and Incident Management: A Comprehensive Review of Cryptocurrency Forensics,"Information Security, Privacy and Digital Forensics",,,,10.1007/978-981-95-2196-8_37,Parth GandhiAkansha ShuklaSourav Kunal,2026,https://link.springer.com/chapter/10.1007/978-981-95-2196-8_37,Conference paper
"Batch Signatures, Revisited",Topics in Cryptology – CT-RSA 2024,,,,10.1007/978-3-031-58868-6_7,Carlos Aguilar-MelchorMartin R. AlbrechtThomas BailleuxNina BindelJames HoweAndreas HülsingDavid JosephMarc Manzano,2024,https://link.springer.com/chapter/10.1007/978-3-031-58868-6_7,Conference paper
Encryption as&#xa0;a&#xa0;Service: A Review of&#xa0;Architectures and&#xa0;Taxonomies,Distributed Applications and Interoperable Systems,,,,10.1007/978-3-031-62638-8_3,Amir JavadpourForough Ja’fariTarik Taleb,2024,https://link.springer.com/chapter/10.1007/978-3-031-62638-8_3,Conference paper
DBG-LB: A Trustworthy and Efficient Framework for Data Sharing in the Internet of Vehicles,Information and Communications Security,,,,10.1007/978-981-95-3543-9_13,Chaoyue LiYongming ZhangXiaolong Xu,2026,https://link.springer.com/chapter/10.1007/978-981-95-3543-9_13,Conference paper
Network-Scale Fault Tolerant Computing – A Von Neumann Multiprocessor Architecture,Emerging Trends in Scientific Computing and Theoretical Computer Science,,,,10.1007/978-3-032-22211-4_33,Justin Y. Shi,2026,https://link.springer.com/chapter/10.1007/978-3-032-22211-4_33,Conference paper
Bare PAKE: Universally Composable Key Exchange from&#xa0;Just Passwords,Advances in Cryptology – CRYPTO 2024,,,,10.1007/978-3-031-68379-4_6,Manuel BarbosaKai GellertJulia HesseStanislaw Jarecki,2024,https://link.springer.com/chapter/10.1007/978-3-031-68379-4_6,Conference paper
Research Directions: A Novel Approach for Driving Research Collaboration by Design,HCI International 2025 Posters,,,,10.1007/978-3-031-94156-6_29,Sofia FoutoukidouNeha Vellanchery AnilkumarRubem Barbosa-HughesEden Lazaness,2025,https://link.springer.com/chapter/10.1007/978-3-031-94156-6_29,Conference paper
Sustainable 6G Connectivity Leveraging 6G PATH Project’s Key Value Indicators for UN SDGs’ Alignment,"Digital Adoption, Diffusion and Innovation in the Augmented and Digital Society",,,,10.1007/978-3-032-16775-0_17,Imesha D. PremarathneVishanth WeerakkodyJing LiUthayasankar SivarajahKamran MahroofL. A. Shanaka Perera,2026,https://link.springer.com/chapter/10.1007/978-3-032-16775-0_17,Conference paper
Prefix Top Lists Reloaded: A Temporal Prefix Ranking Dataset,Passive and Active Measurement,,,,10.1007/978-3-032-18268-5_1,Savvas KastanakisRick FonteinShyam Krishna KhadkaEbrima JawCristian HesselmanMattijs Jonker,2026,https://link.springer.com/chapter/10.1007/978-3-032-18268-5_1,Conference paper
The System Interaction Design of Multispectral Mixed Reality Smart Helmet in the Context of Intelligent Criminal Investigation,Human-Computer Interaction,,,,10.1007/978-3-031-93861-0_11,Xinin SunZhuojing ChenYanan Sun,2025,https://link.springer.com/chapter/10.1007/978-3-031-93861-0_11,Conference paper
Designing a Secure E-Voting System with Ganache: Challenges and Solutions,Artificial Intelligence Based Smart and Secured Applications,,,,10.1007/978-3-031-86305-9_16,Garima MathurPushpraj Singh ChauhanPrivi Dubey,2025,https://link.springer.com/chapter/10.1007/978-3-031-86305-9_16,Conference paper
Avatar PLC/SCADA: Cloud Half-Twin for&#xa0;Industrial Control Systems,"Cyber Security, Cryptology, and Machine Learning",,,,10.1007/978-3-032-10759-6_23,Alon DanknerShlomi DolevEhud Gudes,2026,https://link.springer.com/chapter/10.1007/978-3-032-10759-6_23,Conference paper
KMSR: A Semantics Infused Framework for Knowledge Map Generation for Radio-Physics as a Strategic&#xa0;Domain,Advanced Computing and Communications: Responsible AI,,,,10.1007/978-3-031-96473-2_16,Gokuldas Vedant Sarvesh RaikarGerard DeepakKhizer Razak,2025,https://link.springer.com/chapter/10.1007/978-3-031-96473-2_16,Conference paper
A Novel Classification of Authentication Schemes for Internet of Drones,Intelligent Computing Systems,,,,10.1007/978-3-031-82931-4_17,Eduardo Hernandez EscobarZain ChaudharyAhmed SherifMohamed ElsersyKasem Khalil,2025,https://link.springer.com/chapter/10.1007/978-3-031-82931-4_17,Conference paper
Key-Aggregate Searchable Encryption (KASE) Framework Implementation in Mobile Application,"International Conference on Intelligent Computing, Advanced Communication and Materials",,,,10.1007/978-3-032-08504-7_31,Lavanya BaskaranSyed Amaan ArizA. Vijay Vasanth,2026,https://link.springer.com/chapter/10.1007/978-3-032-08504-7_31,Conference paper
Research on Face Recognition System Based on RLWE Homomorphic Encryption,Security and Privacy in New Computing Environments,,,,10.1007/978-3-031-73699-5_5,YuLin WangHaiLin HuangZiHao FangYuQi ZhaoJinHeng Wang,2025,https://link.springer.com/chapter/10.1007/978-3-031-73699-5_5,Conference paper
Detection and Mitigation of DDoS Attacks on SDN Controller in IoT Network Using Gini Impurity,Dynamics of Information Systems,,,,10.1007/978-3-032-16469-8_24,Chandrapal SinghAnkit Kumar Jain,2026,https://link.springer.com/chapter/10.1007/978-3-032-16469-8_24,Conference paper
Wireless Multimedia Communication in Smart Cities: Applications and Challenges,Information Processing and Network Provisioning,,,,10.1007/978-981-96-6465-8_14,Xueqi YuanYang YanYanfen Li,2026,https://link.springer.com/chapter/10.1007/978-981-96-6465-8_14,Conference paper
Revolutionizing Agriculture with LoRa: Intelligent Crop Monitoring and Autonomic Irrigation,Technologies of Information and Modeling,,,,10.1007/978-3-032-15147-6_24,Aitlmoudden OthmaneKhaddar AlmahdiNawal Sael,2026,https://link.springer.com/chapter/10.1007/978-3-032-15147-6_24,Conference paper
Visualization and Gamification for Design of Operating Systems,"Technology and Innovation in Learning, Teaching and Education",,,,10.1007/978-3-032-02672-9_15,Karthik PrakashVaibhav SoinMandava Sai AnirudhS. B. PrapullaHarshith KothariN. DeepamalaP. Ramakanth KumarK. N. Subramanya,2025,https://link.springer.com/chapter/10.1007/978-3-032-02672-9_15,Conference paper
Transformations in Finance and Accounting: Navigating Through Technological and Regulatory Shifts,"Business Intelligence, Computational Mathematics, and Data Analytics",,,,10.1007/978-3-031-87511-3_16,Manoj Kumar VandanapuSivanagaraju Gadiparthi,2025,https://link.springer.com/chapter/10.1007/978-3-031-87511-3_16,Conference paper
"Smart Grid Integration: Comparing AMR, DR, and ESS Techniques for Safety, Efficiency, and Cost-Effective Adoption",Advanced Computing Techniques in Engineering and Technology,,,,10.1007/978-3-031-95540-2_22,Vivek SharmaVirendra Sangtani,2026,https://link.springer.com/chapter/10.1007/978-3-031-95540-2_22,Conference paper
AI for Intelligent Data Retrieval,Advances in Smart Computing and Applications,,,,10.1007/978-3-032-00350-8_17,Maulin DoshiParesh Virparia,2026,https://link.springer.com/chapter/10.1007/978-3-032-00350-8_17,Conference paper
Systematic Needs Analysis of&#xa0;Advanced Digital Skills for&#xa0;Postgraduate Computing Education: The DIGITAL4Business&#xa0;Case,"Artificial Intelligence in Education. Posters and Late Breaking Results, Workshops and Tutorials, Industry and Innovation Tracks, Practitioners, Doctoral Consortium and Blue Sky",,,,10.1007/978-3-031-64315-6_14,Carmel SomersDave FeenanDavid FitzgeraldRoberto HenriquesMatteo MartignoniDaniela Angela ParlettaEva CibinAdriana E. ChisHoracio González–Vélez,2024,https://link.springer.com/chapter/10.1007/978-3-031-64315-6_14,Conference paper
A Review of E-Document Analysis with Multi-biometric Technique for Secure Verification,Intelligent Systems and Pattern Recognition,,,,10.1007/978-3-032-21585-7_27,Lana Essam RaheemAlaa Kadhim FarhanAmmar Mazhar SadiqMustafa Tareq Eid,2026,https://link.springer.com/chapter/10.1007/978-3-032-21585-7_27,Conference paper
Chameleon Hash-Based Redactable Blockchains: A Systematic Literature Review,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-981-95-8399-7_17,Weilong LyuShanshan LiHe ZhangJingyue LiZhe HuangFeng Lin,2026,https://link.springer.com/chapter/10.1007/978-981-95-8399-7_17,Conference paper
The Role of Human Error in Cybersecurity Threats – Minimizing Risks in Information Systems,"AI and Digital Transformation: Opportunities, Challenges, and Emerging Threats in Technology, Business, and Security",,,,10.1007/978-3-032-07373-0_42,Petar RisteskiDaniela MechkaroskaJovan KaramachoskiSevtap Duman,2026,https://link.springer.com/chapter/10.1007/978-3-032-07373-0_42,Conference paper
Towards Automatic Smart Contract Generation: Application in&#xa0;Agriculture,Service-Oriented Computing – ICSOC 2024 Workshops,,,,10.1007/978-981-96-7423-7_6,Ryhem EssidWael SellamiHatem Hadj KacemLayth Sliman,2026,https://link.springer.com/chapter/10.1007/978-981-96-7423-7_6,Conference paper
The Fragmented Research Space of Cybersecurity: A Map of the Territory,Cybersecurity,,,,10.1007/978-3-031-94855-8_8,Michael Lang,2025,https://link.springer.com/chapter/10.1007/978-3-031-94855-8_8,Conference paper
Sustainable Backup and Recovery Practices in Cybersecurity,ICT for Global Innovations and Solutions,,,,10.1007/978-3-032-02853-2_43,Anirudh KhannaSuryaprakash Nalluri,2026,https://link.springer.com/chapter/10.1007/978-3-032-02853-2_43,Conference paper
Incorporating Regional Brain Connectivity Profiles into the Inference of Exposure-Related Neurobehavioral Burden in Explosive Ordnance Disposal Veterans,"Digital Human Modeling and Applications in Health, Safety, Ergonomics and Risk Management",,,,10.1007/978-3-031-61063-9_8,Jeffrey PageHyuk OhThomas ChackoImmanuel B. H. SamuelCalvin LuRobert D. ForstenMatthew J. ReinhardMichelle E. CostanzoGordon Broderick,2024,https://link.springer.com/chapter/10.1007/978-3-031-61063-9_8,Conference paper
Cybersecurity: Review of Key Emerging Trends,"Advanced Research in Technologies, Information, Innovation and Sustainability",,,,10.1007/978-3-032-16848-1_34,Arnilde FernadesMaria Prudência MartinsIsabel Lopes,2026,https://link.springer.com/chapter/10.1007/978-3-032-16848-1_34,Conference paper
Emerging Cyber-Security Techniques for&#xa0;Unmanned Aerial Vehicles,"Safe, Secure, Ethical, Responsible Technologies and Emerging Applications",,,,10.1007/978-3-032-05832-4_2,Haitham Abu DamisGeorges SamahaLiana ShalashAisha Bassam NaimiMarwa Chendeb EL Rai,2026,https://link.springer.com/chapter/10.1007/978-3-032-05832-4_2,Conference paper
Cybersecurity for Smart Grids: Resilient Energy Systems in the Digital Era,ICT for Global Innovations and Solutions,,,,10.1007/978-3-032-02853-2_21,Anirudh KhannaSuryaprakash Nalluri,2026,https://link.springer.com/chapter/10.1007/978-3-032-02853-2_21,Conference paper
Enabling Elasticity in&#xa0;Scientific Workflows for&#xa0;High-Performance Computing Systems,Euro-Par 2025: Parallel Processing,,,,10.1007/978-3-031-99854-6_21,Rajat BhattaraiHoward PritchardSheikh Ghafoor,2026,https://link.springer.com/chapter/10.1007/978-3-031-99854-6_21,Conference paper
AI-Driven Threat Intelligence for Predictive Cyber Defense in Smart Cities,Optimization and Data Science in Industrial Engineering,,,,10.1007/978-3-032-17020-0_23,Manisha NagpalRani Priyambada SinghShubneetAnushka Raj YadavParveen SiwachNavjot Singh Talwandi,2026,https://link.springer.com/chapter/10.1007/978-3-032-17020-0_23,Conference paper
SoK: Anonymous Credentials for&#xa0;Digital Identity Wallets,Security Standardisation Research,,,,10.1007/978-3-032-19567-8_1,Christian BormannAnja Lehmann,2026,https://link.springer.com/chapter/10.1007/978-3-032-19567-8_1,Conference paper
A Study of Resource Sharing Methods for Teaching English Reading Based on Blockchain Technology,Advanced Hybrid Information Processing,,,,10.1007/978-3-032-00306-5_8,Man Zhan,2026,https://link.springer.com/chapter/10.1007/978-3-032-00306-5_8,Conference paper
ARAMA: Adaptive Resource-Aware Mitigation Against DSM Attacks in&#xa0;Open5GS-Based 5G Networks,Intelligent Human Computer Interaction,,,,10.1007/978-3-032-26352-0_3,T. SrikanthM. Nagamani,2026,https://link.springer.com/chapter/10.1007/978-3-032-26352-0_3,Conference paper
Monitoring Energy Consumption of&#xa0;Workloads on&#xa0;HPC Vega,High Performance Computing,,,,10.1007/978-3-032-07612-0_2,Teo PricaAleš Zamuda,2026,https://link.springer.com/chapter/10.1007/978-3-032-07612-0_2,Conference paper
"Integrating Indoor, Outdoor and Mobile Sensors for Spatiotemporal Mapping of Urban Heat Islands and Air Pollution: The Zacatenco Campus Case Study",Geographical Information Systems,,,,10.1007/978-3-032-06760-9_9,Rubén Villalobos AlcaláEdwin Guzmán NietoAngel Alexandro Ruiz EnriquezRoberto Zagal FloresVioleta Shaid Benitez ValerioHugo Alberto Barrera HuertasMario Aldape PerezLorena Renata Galeazzi Avalos,2026,https://link.springer.com/chapter/10.1007/978-3-032-06760-9_9,Conference paper
"Advances in Blockchain-Enabled Deep Learning for Privacy-Preserving Chest X-Ray Diagnosis: Emerging Trends in Federated, Edge, and Explainable AI",Computational Intelligence and Soft Computing,,,,10.1007/978-981-95-7289-2_15,R. SriramkumarJoshuva Arockia DhanrajMitha GuruMude Nagarjuna NaikM. LakshmananR. Rakshita,2026,https://link.springer.com/chapter/10.1007/978-981-95-7289-2_15,Conference paper
Advancements and Challenges in Wireless Multimedia Communications: A Comprehensive Review,Information Processing and Network Provisioning,,,,10.1007/978-981-96-6465-8_5,Yuetian ZhouYang Li,2026,https://link.springer.com/chapter/10.1007/978-981-96-6465-8_5,Conference paper
Towards Trustworthy Off-Chain Payments: A Secure Lightning Network Model,"Big Data Analytics in Astronomy, Science, and Engineering",,,,10.1007/978-3-032-23241-0_20,Rashmi P. SarodeYutaka WatanobeSubhash Bhalla,2026,https://link.springer.com/chapter/10.1007/978-3-032-23241-0_20,Conference paper
An Analytical Model for Sustainable Product Ideation Based on Main Parameter Values and Social Network Data,World Conference of AI-Powered Innovation and Inventive Design,,,,10.1007/978-3-031-75923-9_7,Mostafa GhaneDenis Cavallucci,2025,https://link.springer.com/chapter/10.1007/978-3-031-75923-9_7,Conference paper
Modal-Centric Insights Into Multimodal Federated Learning for&#xa0;Smart Healthcare: A Survey,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-981-96-1548-3_10,Di WangWenjian LiuLongxiang GaoY. Neil. QuHu ZhangJihong Shi,2025,https://link.springer.com/chapter/10.1007/978-981-96-1548-3_10,Conference paper
A Multi-resolution Dynamic Game Framework for&#xa0;Cross-Echelon Decision-Making in&#xa0;Cyber Warfare,Game Theory and AI for Security,,,,10.1007/978-3-032-08064-6_17,Ya-Ting YangQuanyan Zhu,2026,https://link.springer.com/chapter/10.1007/978-3-032-08064-6_17,Conference paper
Hard-to-Find Bugs in&#xa0;Public-Key Cryptographic Software: Classification and&#xa0;Test Methodologies,"Security, Privacy, and Applied Cryptography Engineering",,,,10.1007/978-3-032-16342-4_19,Matteo SteinbachJohann GroßschädlPeter B. Rønne,2026,https://link.springer.com/chapter/10.1007/978-3-032-16342-4_19,Conference paper
Formal Verification for&#xa0;Security Certification: From a&#xa0;First Success to&#xa0;Sustainable Industrial Usage,Formal Methods,,,,10.1007/978-3-032-26220-2_30,Adel DjoudiNikolai Kosmatov,2026,https://link.springer.com/chapter/10.1007/978-3-032-26220-2_30,Conference paper
Protection Against Subversion Corruptions via&#xa0;Reverse Firewalls in&#xa0;the Plain Universal Composability Framework,Applied Cryptography and Network Security,,,,10.1007/978-3-031-95764-2_20,Paula ArnoldSebastian BerndtJörn Müller-QuadeAstrid Ottenhues,2025,https://link.springer.com/chapter/10.1007/978-3-031-95764-2_20,Conference paper
Cloud-Aided Scalable Revocable IBE with&#xa0;Ciphertext Update from&#xa0;Lattices in&#xa0;the&#xa0;Random Oracle Model,Frontiers in Cyber Security,,,,10.1007/978-981-99-9331-4_26,Yanhua ZhangXimeng LiuYupu HuHuiwen Jia,2024,https://link.springer.com/chapter/10.1007/978-981-99-9331-4_26,Conference paper
Formal Verification of&#xa0;Physical Layer Security Protocols for&#xa0;Next-Generation Communication Networks,Formal Methods and Software Engineering,,,,10.1007/978-981-95-4213-0_1,Kangfeng YeRoberto MetereJim WoodcockPoonam Yadav,2026,https://link.springer.com/chapter/10.1007/978-981-95-4213-0_1,Conference paper
Multimodal LLM for&#xa0;Anomaly Detection,SEET—Software Engineering for Emerging Technologies,,,,10.1007/978-3-032-08977-9_21,Ayman AnbaNathaniel LethbridgePreston MillhouseMuhammad Abid,2026,https://link.springer.com/chapter/10.1007/978-3-032-08977-9_21,Conference paper
Application of Data Mining of Preschool Teachers’ Information Literacy Based on Fuzzy Clustering,"Application of Big Data, Blockchain, and Internet of Things for Education Informatization",,,,10.1007/978-3-031-63130-6_16,Lihong ShiCheng ZhenHuaJie Zhang,2024,https://link.springer.com/chapter/10.1007/978-3-031-63130-6_16,Conference paper
Smart Intelligence Cyber Security Based on Hash Coded Stegno-Lattice Block Policy Steganography Using Edwards-Curve Digital Signature Algorithm,Artificial Intelligence Based Smart and Secured Applications,,,,10.1007/978-3-032-17837-4_6,Sreena G. NairK. Rohini,2026,https://link.springer.com/chapter/10.1007/978-3-032-17837-4_6,Conference paper
Hybrid Teaching of College English Translation Based on Artificial Intelligence Technology,Artificial Intelligence for Future Society,,,,10.1007/978-3-032-08195-7_10,Xiaolei Song,2026,https://link.springer.com/chapter/10.1007/978-3-032-08195-7_10,Conference paper
Watermarking Pseudorandom Functions: Stronger Security from&#xa0;General Assumptions,Public-Key Cryptography – PKC 2026,,,,10.1007/978-3-032-26734-4_5,Rupeng YangZuoxia YuWilly Susilo,2026,https://link.springer.com/chapter/10.1007/978-3-032-26734-4_5,Conference paper
Engineering Safe Robotics Software from&#xa0;Simulation Models via&#xa0;RoboSim,Engineering Trustworthy Software Systems,,,,10.1007/978-981-95-8617-2_5,Pedro RibeiroDalay AlmeidaPaulo E. R. BezerraAna CavalcantiThierry LecomteMarcel V. M. Oliveira,2026,https://link.springer.com/chapter/10.1007/978-981-95-8617-2_5,Conference paper
Multi-Factor Authentication (MFA) for&#xa0;Secure Shell (SSH) Guards Linux Fleets Against Intrusion and&#xa0;Lateral Movement,Innovations for Community Services,,,,10.1007/978-3-032-27096-2_2,Günter Fahrnberger,2026,https://link.springer.com/chapter/10.1007/978-3-032-27096-2_2,Conference paper
Anatomy of Modern Cyber Threats: Case Studies on the PowerSchool Breach and DDoS Attacks in Critical Infrastructure,ICT for Global Innovations and Solutions,,,,10.1007/978-3-032-02853-2_49,Bhushan Bhimrao ChavanVishalkumar LangaliyaAshish Dhone,2026,https://link.springer.com/chapter/10.1007/978-3-032-02853-2_49,Conference paper
Beyond Face Blurring: Privacy-Preserving Surveillance via Homomorphic Encryption and Encrypted Facial Representations,Advanced Concepts for Intelligent Vision Systems,,,,10.1007/978-3-032-07343-3_4,Sajid AhmedNoriaki Yoshiura,2026,https://link.springer.com/chapter/10.1007/978-3-032-07343-3_4,Conference paper
Game Theory and Optimization Techniques for Electric Vehicle Charging: A Comprehensive Survey,Artificial Intelligence Based Smart and Secured Applications,,,,10.1007/978-3-032-17846-6_1,Moksh AgrawalSmita S. AgrawalRiya KakkarSudeep Tanwar,2026,https://link.springer.com/chapter/10.1007/978-3-032-17846-6_1,Conference paper
Integration of AI and Cloud Computing: Advantages and Challenges,Cloud Computing,,,,10.1007/978-3-031-92517-7_4,Sehrish Sher Khan,2026,https://link.springer.com/chapter/10.1007/978-3-031-92517-7_4,Conference paper
Analysis of the Integration of Artificial Intelligence and Blockchain Technology in a Legal Process in Ecuador,Applied Cognitive Computing and Artificial Intelligence,,,,10.1007/978-3-031-85628-0_29,Diego Andrade ArmasMoisés Toapanta ToapantaJoseph Guamán SeisJosé Orizaga TrejoMercedes Baño HifóngRoció Maciel ArellanoErianny Gómez Díaz,2025,https://link.springer.com/chapter/10.1007/978-3-031-85628-0_29,Conference paper
Formal Security Analysis of&#xa0;the&#xa0;Authentication Protocol in&#xa0;Smart Cities Using AVISPA,Computational Science – ICCS 2025 Workshops,,,,10.1007/978-3-031-97573-8_1,Hyewon ParkYohan Park,2025,https://link.springer.com/chapter/10.1007/978-3-031-97573-8_1,Conference paper
Embodied Intelligence: A Novel Paradigm for Safeguarding Industrial Control Systems Within Transportation Infrastructure,Information Processing and Network Provisioning,,,,10.1007/978-981-95-1337-6_32,Le SongHuafeng LiJin Zhao,2026,https://link.springer.com/chapter/10.1007/978-981-95-1337-6_32,Conference paper
From Hype to Judgment: Reassessing the Gartner Cycle for Decision-Making in the Age of Generative AI,Decision Sciences,,,,10.1007/978-3-032-21811-7_19,Juan Pablo Mora-LópezDavid Lopez-LopezOlga Rivera-Hernaez,2026,https://link.springer.com/chapter/10.1007/978-3-032-21811-7_19,Conference paper
Federated Data Products: A Confluence of&#xa0;Data Mesh and&#xa0;Gaia-X for&#xa0;Data Sharing,Service-Oriented Computing – ICSOC 2023 Workshops,,,,10.1007/978-981-97-0989-2_9,Farouk JeffarPierluigi Plebani,2024,https://link.springer.com/chapter/10.1007/978-981-97-0989-2_9,Conference paper
Machine Learning Empowered Orthogonal Time Frequency Space Modulation for 6G Non-terrestrial Networks,Information Processing and Network Provisioning,,,,10.1007/978-981-96-6459-7_30,Lei LiuYang Li,2025,https://link.springer.com/chapter/10.1007/978-981-96-6459-7_30,Conference paper
Cybersecurity in&#xa0;Partitioned Space Embedded Systems,"Computer Safety, Reliability, and Security. SAFECOMP 2025 Workshops",,,,10.1007/978-3-032-02018-5_13,Luis OrtizAlfons CrespoMarc FontalbaPatricia BalbastreJosé E. SimóPedro Albertos,2026,https://link.springer.com/chapter/10.1007/978-3-032-02018-5_13,Conference paper
Data Sovereignty and International Trade Law: A Comparative Legal-Economic Analysis,Optimization and Data Science in Industrial Engineering,,,,10.1007/978-3-032-17023-1_22,Ibrahim Khalil IbrahimMaysoon AbdulghainiAeda Hadi SalehAlaa Jassim SalmanKhdier SalmanHalyna Haman,2026,https://link.springer.com/chapter/10.1007/978-3-032-17023-1_22,Conference paper
Advancing FinTech Fraud Literacy Through Intelligent User Awareness,"Digital Adoption, Diffusion and Innovation in the Augmented and Digital Society",,,,10.1007/978-3-032-16779-8_15,Waqas AhmedYogesh K. Dwivedi,2026,https://link.springer.com/chapter/10.1007/978-3-032-16779-8_15,Conference paper
Co-creation Lab and Its Liminal Pedagogy as an Innovation Tool for Shaping a Local and Global Future,"Technology, Innovation, Entrepreneurship and Education",,,,10.1007/978-3-031-59383-3_2,Delma Rodriguez Morales,2024,https://link.springer.com/chapter/10.1007/978-3-031-59383-3_2,Conference paper
Bridging the Gap Between Higher Education and Technological Demand: A Proposal for a Master’s in Applied Information Technologies,"Advanced Research in Technologies, Information, Innovation and Sustainability",,,,10.1007/978-3-032-16848-1_10,Fernando Molina-GranjaXimena Quintana-LopezAna Elizabeth CongachaMiryan Estela NarváezLidia Castro-Ceped,2026,https://link.springer.com/chapter/10.1007/978-3-032-16848-1_10,Conference paper
Optimizing Privacy Protection in Online Healthcare Using Markov Decision Processes and Differential Privacy,Applied Machine Learning and Data Analytics,,,,10.1007/978-3-032-18293-7_10,Akhila Reddy Yadulla,2026,https://link.springer.com/chapter/10.1007/978-3-032-18293-7_10,Conference paper
Sentiment Analysis for&#xa0;Early Warnings and&#xa0;Disaster Management: A&#xa0;Survey,Advances in Social Networks Analysis and Mining,,,,10.1007/978-3-031-85386-9_13,Raffaele Guarasci,2025,https://link.springer.com/chapter/10.1007/978-3-031-85386-9_13,Conference paper
"Near Space Instability. Geopolitical Tensions, Debris Crisis, and Cyberattacks",Cybersecurity and Human Capabilities Through Symbiotic Artificial Intelligence,,,,10.1007/978-3-031-82031-1_3,Stefania Paladini,2025,https://link.springer.com/chapter/10.1007/978-3-031-82031-1_3,Conference paper
Blockchain-Based Authentication an Authorization System,Cyber Security and Digital Forensics,,,,10.1007/978-981-96-3284-8_12,Shanu KhareS. K. Wasim HaidarNavjot Singh TalwandiSukhdev SinghShani Kaushik,2025,https://link.springer.com/chapter/10.1007/978-981-96-3284-8_12,Conference paper
HELIOPOLIS: Verifiable Computation over&#xa0;Homomorphically Encrypted Data from&#xa0;Interactive Oracle Proofs is Practical,Advances in Cryptology – ASIACRYPT 2024,,,,10.1007/978-981-96-0935-2_10,Diego F. AranhaAnamaria CostacheAntonio GuimarãesEduardo Soria-Vazquez,2025,https://link.springer.com/chapter/10.1007/978-981-96-0935-2_10,Conference paper
Automated and Automatic Systems of Management of a Programs Package for Making Optimal Decisions,Information Technologies and Their Applications,,,,10.1007/978-3-031-73417-5_22,Samir Quliyev,2025,https://link.springer.com/chapter/10.1007/978-3-031-73417-5_22,Conference paper
Data Catalogs in&#xa0;Data Mesh and&#xa0;Data Space Implementations,Innovations for Community Services,,,,10.1007/978-3-032-27096-2_20,Attila PappUdo Bub,2026,https://link.springer.com/chapter/10.1007/978-3-032-27096-2_20,Conference paper
Blockchain-Enabled IoV Framework for&#xa0;Establishing Automated Communication Using Smart Contract,Computational Intelligence in Communications and Business Analytics,,,,10.1007/978-3-031-48879-5_8,Rakhi ChakrabortyKousik DasguptaDebashis DasSourav BanerjeeUttam Ghosh,2024,https://link.springer.com/chapter/10.1007/978-3-031-48879-5_8,Conference paper
NBS: An NFT-Based Blockchain Steganography Method,"Computing, Internet of Things and Data Analytics",,,,10.1007/978-3-031-53717-2_18,Mustafa TakaoğluFaruk TakaoğluTaner Dursun,2024,https://link.springer.com/chapter/10.1007/978-3-031-53717-2_18,Conference paper
